iteration,temperature,accepted,new_best_utility,regions,effective_regions,dfs,best_accepted_dfs,penalty,current_utility,best_utility,candidate_utility,move_type,merge_parent_id,split_node_id
414,0.007349871279986498,False,False,29,29,0.4707080966272671,0.4791816735822501,0.0,0.4707080966272671,0.4791816735822501,0.4631331424344571,merge,2866,
415,0.00734059202142843,True,False,28,28,0.45962011520801643,0.4791816735822501,0.0,0.45962011520801643,0.4791816735822501,0.45962011520801643,merge,2873,
417,0.007322068634888147,True,False,29,29,0.4596201157064288,0.4791816735822501,0.0,0.4596201157064288,0.4791816735822501,0.4596201157064288,split,,2680
418,0.007312824477343774,True,False,30,30,0.45971471384800344,0.4791816735822501,0.0,0.45971471384800344,0.4791816735822501,0.45971471384800344,split,,3134
419,0.007303591990606242,False,False,30,30,0.45971471384800344,0.4791816735822501,0.0,0.45971471384800344,0.4791816735822501,0.3822057101858575,paired,2870,2704
421,0.007285161970632431,True,False,29,29,0.4596201157064288,0.4791816735822501,0.0,0.4596201157064288,0.4791816735822501,0.4596201157064288,merge,3134,
422,0.0072759644079830035,True,False,29,29,0.4596187999339254,0.4791816735822501,0.0,0.4596187999339254,0.4791816735822501,0.4596187999339254,paired,2847,2727
423,0.007266778457314069,True,False,30,30,0.4596188011422331,0.4791816735822501,0.0,0.4596188011422331,0.4791816735822501,0.4596188011422331,split,,2837
424,0.007257604103965428,True,False,31,31,0.4596188011442985,0.4791816735822501,0.0,0.4596188011442985,0.4791816735822501,0.4596188011442985,split,,2681
425,0.0072484413332953935,True,False,32,32,0.4596188011463583,0.4791816735822501,0.0,0.4596188011463583,0.4791816735822501,0.4596188011463583,split,,2757
427,0.007230150481516782,True,False,31,31,0.4592184195872669,0.4791816735822501,0.0,0.4592184195872669,0.4791816735822501,0.4592184195872669,merge,2804,
428,0.00722102237121716,True,False,32,32,0.4592184195889464,0.4791816735822501,0.0,0.4592184195889464,0.4791816735822501,0.4592184195889464,split,,2728
429,0.007211905785214004,False,False,32,32,0.4592184195889464,0.4791816735822501,0.0,0.4592184195889464,0.4791816735822501,0.42921841966795715,split,,2790
430,0.0072028007089578175,True,False,31,31,0.4592184119458587,0.4791816735822501,0.0,0.4592184119458587,0.4791816735822501,0.4592184119458587,merge,2794,
431,0.007193707127917474,True,False,32,32,0.4606979128686241,0.4791816735822501,0.0,0.4606979128686241,0.4791816735822501,0.4606979128686241,split,,2844
433,0.007175554393451503,True,False,31,31,0.4606979045552324,0.4791816735822501,0.0,0.4606979045552324,0.4791816735822501,0.4606979045552324,merge,2793,
434,0.0071664952110552585,True,False,32,32,0.4606979046342432,0.4791816735822501,0.0,0.4606979046342432,0.4791816735822501,0.4606979046342432,split,,2790
435,0.007157447465933569,True,False,31,31,0.4606979046325637,0.4791816735822501,0.0,0.4606979046325637,0.4791816735822501,0.4606979046325637,merge,2728,
436,0.007148411143646805,True,False,30,30,0.4606285638401225,0.4791816735822501,0.0,0.4606285638401225,0.4791816735822501,0.4606285638401225,merge,3133,
437,0.007139386229773564,True,False,29,29,0.46059548423427293,0.4791816735822501,0.0,0.46059548423427293,0.4791816735822501,0.46059548423427293,merge,3132,
438,0.007130372709910655,True,False,29,29,0.4604899694683104,0.4791816735822501,0.0,0.4604899694683104,0.4791816735822501,0.4604899694683104,paired,2800,1777
439,0.0071213705696730675,False,False,29,29,0.4604899694683104,0.4791816735822501,0.0,0.4604899694683104,0.4791816735822501,0.37591971278577924,paired,2841,3132
440,0.007112379794693952,True,False,28,28,0.4604899682600026,0.4791816735822501,0.0,0.4604899682600026,0.4791816735822501,0.4604899682600026,merge,2837,
441,0.007103400370624601,True,False,29,29,0.4605230478658522,0.4791816735822501,0.0,0.4605230478658522,0.4791816735822501,0.4605230478658522,split,,3132
442,0.007094432283134417,True,False,30,30,0.460624746133398,0.4791816735822501,0.0,0.460624746133398,0.4791816735822501,0.460624746133398,split,,1778
443,0.007085475517910899,True,False,30,30,0.4531191327330291,0.4791816735822501,0.0,0.4531191327330291,0.4791816735822501,0.4531191327330291,paired,2866,3133
444,0.0070765300606596155,False,False,30,30,0.4531191327330291,0.4791816735822501,0.0,0.4531191327330291,0.4791816735822501,0.3685157964452659,paired,2841,2769
445,0.0070675958971041794,True,False,31,31,0.4531191339413369,0.4791816735822501,0.0,0.4531191339413369,0.4791816735822501,0.4531191339413369,split,,2837
446,0.007058673012986227,True,False,32,32,0.45311914254167557,0.4791816735822501,0.0,0.45311914254167557,0.4791816735822501,0.45311914254167557,split,,3241
449,0.007031971894943555,False,False,32,32,0.45311914254167557,0.4791816735822501,0.0,0.45311914254167557,0.4791816735822501,0.42311914258227223,split,,2704
453,0.006996527454482327,True,False,31,31,0.4531191413333677,0.4791816735822501,0.0,0.4531191413333677,0.4791816735822501,0.4531191413333677,merge,2837,
454,0.006987694294718626,True,False,31,31,0.4531204571042659,0.4791816735822501,0.0,0.4531204571042659,0.4791816735822501,0.4531204571042659,paired,2681,2847
456,0.006970061416870551,True,False,30,30,0.4516409561815006,0.4791816735822501,0.0,0.4516409561815006,0.4791816735822501,0.4516409561815006,merge,2844,
457,0.006961261670645216,True,False,30,30,0.45184504857413677,0.4791816735822501,0.0,0.45184504857413677,0.4791816735822501,0.45184504857413677,paired,2847,1994
459,0.006943695493372728,True,False,31,31,0.4518450498226987,0.4791816735822501,0.0,0.4518450498226987,0.4791816735822501,0.4518450498226987,split,,2893
460,0.0069349290342910624,True,False,32,32,0.4518450498229851,0.4791816735822501,0.0,0.4518450498229851,0.4791816735822501,0.4518450498229851,split,,2758
463,0.006908696007428719,True,False,31,31,0.45184504857442315,0.4791816735822501,0.0,0.45184504857442315,0.4791816735822501,0.45184504857442315,merge,2893,
464,0.006899973735417427,True,False,30,30,0.45163964040882343,0.4791816735822501,0.0,0.45163964040882343,0.4791816735822501,0.45163964040882343,merge,1994,
465,0.006891262475329217,True,False,31,31,0.45184504857442315,0.4791816735822501,0.0,0.45184504857442315,0.4791816735822501,0.45184504857442315,split,,1994
466,0.00688256221326147,True,False,30,30,0.4518450484954124,0.4791816735822501,0.0,0.4518450484954124,0.4791816735822501,0.4518450484954124,merge,2790,
467,0.006873872935329114,True,False,31,31,0.45184505096233823,0.4791816735822501,0.0,0.45184505096233823,0.4791816735822501,0.45184505096233823,split,,1995
469,0.006856527276417924,False,False,31,31,0.45184505096233823,0.4791816735822501,0.0,0.45184505096233823,0.4791816735822501,0.36724171467395744,merge,2841,
470,0.006847870867756513,True,False,30,30,0.4518450484954124,0.4791816735822501,0.0,0.4518450484954124,0.4791816735822501,0.4518450484954124,merge,1995,
471,0.006839225387865294,True,False,30,30,0.451845065054571,0.4791816735822501,0.0,0.451845065054571,0.4791816735822501,0.451845065054571,paired,2758,3297
473,0.006821967159220284,True,False,30,30,0.4517748287569878,0.4791816735822501,0.0,0.4517748287569878,0.4791816735822501,0.4517748287569878,paired,1994,2800
474,0.006813354382923448,True,False,30,30,0.45164097266193476,0.4791816735822501,0.0,0.45164097266193476,0.4791816735822501,0.45164097266193476,paired,2800,2847
475,0.0068047524803106696,True,False,31,31,0.4516418985548806,0.4791816735822501,0.0,0.4516418985548806,0.4791816735822501,0.4516418985548806,split,,2853
476,0.006796161437653856,True,False,31,31,0.45312047358470015,0.4791816735822501,0.0,0.45312047358470015,0.4791816735822501,0.45312047358470015,paired,2853,2844
477,0.0067875812412422415,True,False,30,30,0.4530187753171544,0.4791816735822501,0.0,0.4530187753171544,0.4791816735822501,0.4530187753171544,merge,1778,
478,0.006779011877382375,True,False,29,29,0.45301877481874203,0.4791816735822501,0.0,0.45301877481874203,0.4791816735822501,0.45301877481874203,merge,2680,
479,0.006770453332398093,True,False,30,30,0.4531539466867585,0.4791816735822501,0.0,0.4531539466867585,0.4791816735822501,0.4531539466867585,split,,2800
480,0.006761905592630495,True,False,30,30,0.4531539432975122,0.4791816735822501,0.0,0.4531539432975122,0.4791816735822501,0.4531539432975122,paired,2789,2728
481,0.00675336864443793,True,False,31,31,0.4531622820294329,0.4791816735822501,0.0,0.4531622820294329,0.4791816735822501,0.4531622820294329,split,,1
482,0.0067448424741959655,True,False,32,32,0.4531622820300505,0.4791816735822501,0.0,0.4531622820300505,0.4791816735822501,0.4531622820300505,split,,2769
483,0.0067363270682973715,True,False,32,32,0.45356134781617824,0.4791816735822501,0.0,0.45356134781617824,0.4791816735822501,0.45356134781617824,paired,2847,2804
484,0.0067278224131520955,True,False,31,31,0.45355300908425755,0.4791816735822501,0.0,0.45355300908425755,0.4791816735822501,0.45355300908425755,merge,1,
485,0.006719328495187246,True,False,32,32,0.45355301247518337,0.4791816735822501,0.0,0.45355301247518337,0.4791816735822501,0.45355301247518337,split,,2789
486,0.006710845300847065,True,False,31,31,0.453152630916092,0.4791816735822501,0.0,0.453152630916092,0.4791816735822501,0.453152630916092,merge,2804,
487,0.006702372816592909,True,False,31,31,0.45312298212742963,0.4791816735822501,0.0,0.45312298212742963,0.4791816735822501,0.45312298212742963,paired,1777,2793
488,0.006693911028903228,True,False,31,31,0.45352335537312927,0.4791816735822501,0.0,0.45352335537312927,0.4791816735822501,0.45352335537312927,paired,2793,2804
489,0.006685459924273539,True,False,30,30,0.45352335537144983,0.4791816735822501,0.0,0.45352335537144983,0.4791816735822501,0.45352335537144983,merge,2728,
491,0.006668589710261456,True,False,29,29,0.4535233519805241,0.4791816735822501,0.0,0.4535233519805241,0.4791816735822501,0.4535233519805241,merge,2789,
492,0.006660170573955261,True,False,30,30,0.4535233519822035,0.4791816735822501,0.0,0.4535233519822035,0.4791816735822501,0.4535233519822035,split,,2728
493,0.006651762066861423,True,False,31,31,0.4535233519824899,0.4791816735822501,0.0,0.4535233519824899,0.4791816735822501,0.4535233519824899,split,,2758
494,0.00664336417556049,True,False,31,31,0.4536179501223851,0.4791816735822501,0.0,0.4536179501223851,0.4791816735822501,0.4536179501223851,paired,2728,3134
495,0.006634976886649963,True,False,32,32,0.46119290431519516,0.4791816735822501,0.0,0.46119290431519516,0.4791816735822501,0.46119290431519516,split,,2866
496,0.006626600186744255,True,False,32,32,0.4611929217362774,0.4791816735822501,0.0,0.4611929217362774,0.4791816735822501,0.4611929217362774,paired,2758,3242
498,0.0066098785004894325,True,False,32,32,0.45971342420443784,0.4791816735822501,0.0,0.45971342420443784,0.4791816735822501,0.45971342420443784,paired,2844,2789
499,0.006601533487453561,False,False,32,32,0.45971342420443784,0.4791816735822501,0.0,0.45971342420443784,0.4791816735822501,0.3822044205016951,merge,2870,
501,0.006584875054974306,True,False,31,31,0.4593130426453465,0.4791816735822501,0.0,0.4593130426453465,0.4791816735822501,0.4593130426453465,merge,2804,
502,0.006576561608945113,True,False,30,30,0.45931303925442074,0.4791816735822501,0.0,0.45931303925442074,0.4791816735822501,0.45931303925442074,merge,2789,
503,0.006568258658693638,True,False,29,29,0.4593130392538032,0.4791816735822501,0.0,0.4593130392538032,0.4791816735822501,0.4593130392538032,merge,2769,
504,0.006559966190968896,False,False,29,29,0.4593130392538032,0.4791816735822501,0.0,0.4593130392538032,0.4791816735822501,0.37470970417373006,paired,2841,2837
505,0.006551684192536633,True,False,28,28,0.45931302183243455,0.4791816735822501,0.0,0.45931302183243455,0.4791816735822501,0.45931302183243455,merge,3242,
507,0.006535151550696035,True,False,27,27,0.45917784996441796,0.4791816735822501,0.0,0.45917784996441796,0.4791816735822501,0.45917784996441796,merge,2800,
509,0.006518660627631587,True,False,26,26,0.4516028957716079,0.4791816735822501,0.0,0.4516028957716079,0.4791816735822501,0.4516028957716079,merge,2866,
510,0.00651043077773193,True,False,27,27,0.4516042115445715,0.4791816735822501,0.0,0.4516042115445715,0.4791816735822501,0.4516042115445715,split,,2847
511,0.006502211318069353,True,False,28,28,0.45160421154625086,0.4791816735822501,0.0,0.45160421154625086,0.4791816735822501,0.45160421154625086,split,,2728
512,0.006494002235526117,True,False,27,27,0.4516041949868059,0.4791816735822501,0.0,0.4516041949868059,0.4791816735822501,0.4516041949868059,merge,3297,
513,0.006485803517001045,True,False,26,26,0.45160418638646727,0.4791816735822501,0.0,0.45160418638646727,0.4791816735822501,0.45160418638646727,merge,3241,
514,0.006477615149409498,True,False,25,25,0.4514691679523433,0.4791816735822501,0.0,0.4514691679523433,0.4791816735822501,0.4514691679523433,merge,2788,
515,0.006469437119683358,True,False,26,26,0.45146916845075574,0.4791816735822501,0.0,0.45146916845075574,0.4791816735822501,0.45146916845075574,split,,2680
516,0.006461269414771004,True,False,27,27,0.45167220630608357,0.4791816735822501,0.0,0.45167220630608357,0.4791816735822501,0.45167220630608357,split,,3135
517,0.0064531120216372966,True,False,26,26,0.45146916845075574,0.4791816735822501,0.0,0.45146916845075574,0.4791816735822501,0.45146916845075574,merge,3135,
519,0.00643682811864751,True,False,25,25,0.4513745703091811,0.4791816735822501,0.0,0.4513745703091811,0.4791816735822501,0.4513745703091811,merge,3134,
521,0.006420585306761628,True,False,26,26,0.45137457030946754,0.4791816735822501,0.0,0.45137457030946754,0.4791816735822501,0.45137457030946754,split,,2758
523,0.006404383482289591,True,False,27,27,0.4513754962024133,0.4791816735822501,0.0,0.4513754962024133,0.4791816735822501,0.4513754962024133,split,,2853
524,0.006396297908002187,True,False,26,26,0.45137457030946754,0.4791816735822501,0.0,0.45137457030946754,0.4791816735822501,0.45137457030946754,merge,2853,
525,0.006388222541802999,True,False,25,25,0.4513745703091811,0.4791816735822501,0.0,0.4513745703091811,0.4791816735822501,0.4513745703091811,merge,2758,
526,0.006380157370804252,True,False,24,24,0.45137457030750167,0.4791816735822501,0.0,0.45137457030750167,0.4791816735822501,0.45137457030750167,merge,2728,
528,0.006364057562938312,True,False,24,24,0.4514786540256812,0.4791816735822501,0.0,0.4514786540256812,0.4791816735822501,0.4514786540256812,paired,2847,2876
529,0.006356022900376841,False,False,24,24,0.4514786540256812,0.4791816735822501,0.0,0.4514786540256812,0.4791816735822501,0.37397798905485913,paired,2870,1
530,0.006347998381627214,True,False,25,25,0.45157325216725575,0.4791816735822501,0.0,0.45157325216725575,0.4791816735822501,0.45157325216725575,split,,3134
532,0.006331979724353152,True,False,25,25,0.4515770214901141,0.4791816735822501,0.0,0.4515770214901141,0.4791816735822501,0.4515770214901141,paired,2680,3182
534,0.006316001488857016,False,False,25,25,0.4515770214901141,0.4791816735822501,0.0,0.4515770214901141,0.4791816735822501,0.37406801778798887,paired,2870,2769
535,0.0063080274973902764,True,False,25,25,0.451585360219975,0.4791816735822501,0.0,0.451585360219975,0.4791816735822501,0.451585360219975,paired,2757,1
536,0.006300063573137742,True,False,24,24,0.45157702148805434,0.4791816735822501,0.0,0.45157702148805434,0.4791816735822501,0.45157702148805434,merge,1,
538,0.006284165875451652,True,False,25,25,0.45314977637083603,0.4791816735822501,0.0,0.45314977637083603,0.4791816735822501,0.45314977637083603,split,,2811
539,0.006276232076646374,False,False,25,25,0.45314977637083603,0.4791816735822501,0.0,0.45314977637083603,0.4791816735822501,0.3756407726680933,merge,2870,
540,0.006268308294311814,True,False,25,25,0.45314977757868363,0.4791816735822501,0.0,0.45314977757868363,0.4791816735822501,0.45314977757868363,paired,2727,2837
541,0.006260394515802116,True,False,24,24,0.4531497772939429,0.4791816735822501,0.0,0.4531497772939429,0.4791816735822501,0.4531497772939429,merge,2679,
542,0.006252490728487388,True,False,25,25,0.45314977757868363,0.4791816735822501,0.0,0.45314977757868363,0.4791816735822501,0.45314977757868363,split,,2679
543,0.006244596919753682,True,False,26,26,0.45353731453361795,0.4791816735822501,0.0,0.45353731453361795,0.4791816735822501,0.45353731453361795,split,,2877
544,0.006236713077002981,True,False,27,27,0.4537403523889458,0.4791816735822501,0.0,0.4537403523889458,0.4791816735822501,0.4537403523889458,split,,3135
545,0.0062288391876531655,True,False,27,27,0.45353732313395656,0.4791816735822501,0.0,0.45353732313395656,0.4791816735822501,0.45353732313395656,paired,3135,3241
546,0.006220975239138006,True,False,26,26,0.45353732192564883,0.4791816735822501,0.0,0.45353732192564883,0.4791816735822501,0.45353732192564883,merge,2837,
548,0.006205277114426034,True,False,27,27,0.4541930107006969,0.4791816735822501,0.0,0.4541930107006969,0.4791816735822501,0.4541930107006969,split,,2812
549,0.0061974429131760045,True,False,27,27,0.45419415308805533,0.4791816735822501,0.0,0.45419415308805533,0.4791816735822501,0.45419415308805533,paired,3182,2882
550,0.006189618602654157,True,False,26,26,0.45419415280331454,0.4791816735822501,0.0,0.45419415280331454,0.4791816735822501,0.45419415280331454,merge,2679,
551,0.006181804170373383,True,False,27,27,0.4541954685762781,0.4791816735822501,0.0,0.4541954685762781,0.4791816735822501,0.4541954685762781,split,,2847
552,0.006173999603862342,True,False,26,26,0.45419415280331454,0.4791816735822501,0.0,0.45419415280331454,0.4791816735822501,0.45419415280331454,merge,2847,
553,0.006166204890665439,True,False,25,25,0.4535384640282666,0.4791816735822501,0.0,0.4535384640282666,0.4791816735822501,0.4535384640282666,merge,2812,
554,0.006158420018342802,True,False,26,26,0.4535384643130073,0.4791816735822501,0.0,0.4535384643130073,0.4791816735822501,0.4535384643130073,split,,2679
555,0.006150644974470266,True,False,25,25,0.4535335521043781,0.4791816735822501,0.0,0.4535335521043781,0.4791816735822501,0.4535335521043781,merge,2882,
556,0.006142879746639351,True,False,26,26,0.4535384643130073,0.4791816735822501,0.0,0.4535384643130073,0.4791816735822501,0.4535384643130073,split,,2882
557,0.006135124322457242,True,False,27,27,0.45356812141506136,0.4791816735822501,0.0,0.45356812141506136,0.4791816735822501,0.45356812141506136,split,,1777
559,0.006119642835546401,True,False,28,28,0.4535681226636233,0.4791816735822501,0.0,0.4535681226636233,0.4791816735822501,0.4535681226636233,split,,2893
560,0.00611191674811019,True,False,29,29,0.46465610408287394,0.4791816735822501,0.0,0.46465610408287394,0.4791816735822501,0.46465610408287394,split,,2873
561,0.006104200414907794,True,False,28,28,0.4646264469808199,0.4791816735822501,0.0,0.4646264469808199,0.4791816735822501,0.4646264469808199,merge,1777,
564,0.006081109817633386,False,False,28,28,0.4646264469808199,0.4791816735822501,0.0,0.4646264469808199,0.4791816735822501,0.38714431385338843,paired,2870,2886
565,0.006073432378373807,True,False,28,28,0.4661059393032467,0.4791816735822501,0.0,0.4661059393032467,0.4791816735822501,0.4661059393032467,paired,3241,2844
566,0.006065764631929412,True,False,29,29,0.4662409577373706,0.4791816735822501,0.0,0.4662409577373706,0.4791816735822501,0.4662409577373706,split,,2788
567,0.006058106566062964,True,False,29,29,0.4661059405115544,0.4791816735822501,0.0,0.4661059405115544,0.4791816735822501,0.4661059405115544,paired,2788,2837
568,0.006050458168552668,True,False,30,30,0.4661355976136084,0.4791816735822501,0.0,0.4661355976136084,0.4791816735822501,0.4661355976136084,split,,1777
569,0.006042819427192168,True,False,31,31,0.46614393634552903,0.4791816735822501,0.0,0.46614393634552903,0.4791816735822501,0.46614393634552903,split,,1
570,0.0060351903297905145,True,False,32,32,0.467249318154105,0.4791816735822501,0.0,0.467249318154105,0.4791816735822501,0.467249318154105,split,,2823
572,0.00601996101817688,True,False,31,31,0.4668617811991706,0.4791816735822501,0.0,0.4668617811991706,0.4791816735822501,0.4668617811991706,merge,2877,
573,0.006012360779659878,True,False,32,32,0.46696347946671635,0.4791816735822501,0.0,0.46696347946671635,0.4791816735822501,0.46696347946671635,split,,1778
574,0.006004770136491641,False,False,32,32,0.46696347946671635,0.4791816735822501,0.0,0.46696347946671635,0.4791816735822501,0.3894544757639736,merge,2870,
575,0.0059971890765579796,True,False,31,31,0.4654839785439509,0.4791816735822501,0.0,0.4654839785439509,0.4791816735822501,0.4654839785439509,merge,2844,
576,0.00598961758776,True,False,32,32,0.46548397856236096,0.4791816735822501,0.0,0.46548397856236096,0.4791816735822501,0.46548397856236096,split,,3013
579,0.005966960427420229,False,False,32,32,0.46548397856236096,0.4791816735822501,0.0,0.46548397856236096,0.4791816735822501,0.4354839953842139,split,,1779
580,0.005959427102481251,True,False,31,31,0.4654790663537318,0.4791816735822501,0.0,0.4654790663537318,0.4791816735822501,0.4654790663537318,merge,2882,
581,0.005951903288412226,True,False,32,32,0.46568210420905964,0.4791816735822501,0.0,0.46568210420905964,0.4791816735822501,0.46568210420905964,split,,3135
584,0.005929388791425314,True,False,31,31,0.4656821039243189,0.4791816735822501,0.0,0.4656821039243189,0.4791816735822501,0.4656821039243189,merge,2679,
585,0.005921902900912271,True,False,32,32,0.46568341969728255,0.4791816735822501,0.0,0.46568341969728255,0.4791816735822501,0.46568341969728255,split,,2847
587,0.005906959460905332,True,False,31,31,0.46457803788870655,0.4791816735822501,0.0,0.46457803788870655,0.4791816735822501,0.46457803788870655,merge,2823,
588,0.005899501887562651,True,False,32,32,0.4645780391890916,0.4791816735822501,0.0,0.4645780391890916,0.4791816735822501,0.4645780391890916,split,,2894
589,0.005892053729453056,False,False,32,32,0.4645780391890916,0.4791816735822501,0.0,0.4645780391890916,0.4791816735822501,0.3870690354863489,merge,2870,
591,0.005877185611400972,True,False,31,31,0.4644763409215458,0.4791816735822501,0.0,0.4644763409215458,0.4791816735822501,0.4644763409215458,merge,1778,
592,0.005869765627729904,True,False,32,32,0.4644763409215459,0.4791816735822501,0.0,0.4644763409215459,0.4791816735822501,0.4644763409215459,split,,2954
594,0.0058549537518885674,False,False,32,32,0.4644763409215459,0.4791816735822501,0.0,0.4644763409215459,0.4791816735822501,0.3869687789131481,paired,2870,2848
595,0.005847561836079477,True,False,31,31,0.46437094143040286,0.4791816735822501,0.0,0.46437094143040286,0.4791816735822501,0.46437094143040286,merge,2876,
597,0.005832805989699279,True,False,30,30,0.46434128432834876,0.4791816735822501,0.0,0.46434128432834876,0.4791816735822501,0.46434128432834876,merge,1777,
598,0.005825442035578768,True,False,31,31,0.46434128461308954,0.4791816735822501,0.0,0.46434128461308954,0.4791816735822501,0.46434128461308954,split,,2679
599,0.0058180873784964915,False,False,31,31,0.46434128461308954,0.4791816735822501,0.0,0.46434128461308954,0.4791816735822501,0.3797379483247088,paired,2841,3073
600,0.005810742006714878,True,False,31,31,0.46447630302880355,0.4791816735822501,0.0,0.46447630302880355,0.4791816735822501,0.46447630302880355,paired,3013,2788
602,0.00579607907217744,True,False,30,30,0.4642732651734757,0.4791816735822501,0.0,0.4642732651734757,0.4791816735822501,0.4642732651734757,merge,3135,
603,0.005788761486020497,True,False,31,31,0.4643029222755298,0.4791816735822501,0.0,0.4643029222755298,0.4791816735822501,0.4643029222755298,split,,1777
604,0.005781453138361941,True,False,30,30,0.4642732651734757,0.4791816735822501,0.0,0.4642732651734757,0.4791816735822501,0.4642732651734757,merge,1777,
605,0.005774154017538111,True,False,29,29,0.4641786670319011,0.4791816735822501,0.0,0.4641786670319011,0.4791816735822501,0.4641786670319011,merge,3134,
606,0.005766864111900071,True,False,30,30,0.4641786670319011,0.4791816735822501,0.0,0.4641786670319011,0.4791816735822501,0.4641786670319011,split,,2955
607,0.005759583409813589,True,False,29,29,0.4641773512589375,0.4791816735822501,0.0,0.4641773512589375,0.4791816735822501,0.4641773512589375,merge,2847,
608,0.005752311899659125,True,False,30,30,0.4641773512773475,0.4791816735822501,0.0,0.4641773512773475,0.4791816735822501,0.4641773512773475,split,,3013
609,0.005745049569831807,True,False,29,29,0.46404233284322355,0.4791816735822501,0.0,0.46404233284322355,0.4791816735822501,0.46404233284322355,merge,2788,
610,0.005737796408741416,True,False,30,30,0.4640423351200787,0.4791816735822501,0.0,0.4640423351200787,0.4791816735822501,0.4640423351200787,split,,2895
611,0.0057305524048123615,True,False,29,29,0.4640423348353379,0.4791816735822501,0.0,0.4640423348353379,0.4791816735822501,0.4640423348353379,merge,2679,
612,0.00572331754648367,True,False,30,30,0.46404240613617576,0.4791816735822501,0.0,0.46404240613617576,0.4791816735822501,0.46404240613617576,split,,865
613,0.005716091822208965,True,False,29,29,0.4640423348353379,0.4791816735822501,0.0,0.4640423348353379,0.4791816735822501,0.4640423348353379,merge,865,
614,0.005708875220456447,True,False,30,30,0.46404233739267675,0.4791816735822501,0.0,0.46404233739267675,0.4791816735822501,0.46404233739267675,split,,2925
616,0.005694469338463541,True,False,29,29,0.46403399866075606,0.4791816735822501,0.0,0.46403399866075606,0.4791816735822501,0.46403399866075606,merge,1,
617,0.005687280035232275,True,False,30,30,0.46403399866264006,0.4791816735822501,0.0,0.46403399866264006,0.4791816735822501,0.46403399866264006,split,,2896
618,0.005680099808541399,True,False,30,30,0.4640339961053012,0.4791816735822501,0.0,0.4640339961053012,0.4791816735822501,0.4640339961053012,paired,2925,2967
619,0.005672928646931724,False,False,30,30,0.4640339961053012,0.4791816735822501,0.0,0.4640339961053012,0.4791816735822501,0.3794306598169204,merge,2841,
621,0.005658613473191539,True,False,31,31,0.4640339962875933,0.4791816735822501,0.0,0.4640339962875933,0.4791816735822501,0.4640339962875933,split,,3366
622,0.005651469438214913,True,False,32,32,0.4640340048879319,0.4791816735822501,0.0,0.4640340048879319,0.4791816735822501,0.4640340048879319,split,,3241
624,0.005637208415041434,False,False,32,32,0.4640340048879319,0.4791816735822501,0.0,0.4640340048879319,0.4791816735822501,0.3865250011851892,paired,2870,3073
625,0.005630091404084885,True,False,31,31,0.4640340036796241,0.4791816735822501,0.0,0.4640340036796241,0.4791816735822501,0.4640340036796241,merge,2837,
626,0.005622983378399276,True,False,30,30,0.46403400367962405,0.4791816735822501,0.0,0.46403400367962405,0.4791816735822501,0.46403400367962405,merge,2967,
628,0.005608794237479357,True,False,30,30,0.4624612513541813,0.4791816735822501,0.0,0.4624612513541813,0.4791816735822501,0.4624612513541813,paired,2811,2925
629,0.005601713099600072,True,False,31,31,0.4624612530109182,0.4791816735822501,0.0,0.4624612530109182,0.4791816735822501,0.4624612530109182,split,,2937
630,0.005594640901701743,True,False,30,30,0.4624612530109182,0.4791816735822501,0.0,0.4624612530109182,0.4791816735822501,0.4624612530109182,merge,2955,
632,0.005580523280715073,True,False,29,29,0.46246125135418126,0.4791816735822501,0.0,0.46246125135418126,0.4791816735822501,0.46246125135418126,merge,2937,
634,0.005566441284395978,True,False,29,29,0.462461242988509,0.4791816735822501,0.0,0.462461242988509,0.4791816735822501,0.462461242988509,paired,3241,3486
635,0.005559413617385419,True,False,28,28,0.459919888259818,0.4791816735822501,0.0,0.459919888259818,0.4791816735822501,0.459919888259818,merge,2787,
636,0.005552394822848508,True,False,29,29,0.460025287750961,0.4791816735822501,0.0,0.460025287750961,0.4791816735822501,0.460025287750961,split,,2876
637,0.005545384889583691,True,False,30,30,0.4615047886737263,0.4791816735822501,0.0,0.4615047886737263,0.4791816735822501,0.4615047886737263,split,,2844
638,0.0055383838064035585,True,False,29,29,0.4613993891825834,0.4791816735822501,0.0,0.4613993891825834,0.4791816735822501,0.4613993891825834,merge,2876,
639,0.005531391562134821,True,False,30,30,0.46139939039089106,0.4791816735822501,0.0,0.46139939039089106,0.4791816735822501,0.46139939039089106,split,,2837
640,0.005524408145618299,True,False,29,29,0.4613993903890071,0.4791816735822501,0.0,0.4613993903890071,0.4791816735822501,0.4613993903890071,merge,2896,
641,0.0055174335457089,True,False,28,28,0.4613993901543408,0.4791816735822501,0.0,0.4613993901543408,0.4791816735822501,0.4613993901543408,merge,3486,
642,0.005510467751275601,True,False,27,27,0.4613993899720487,0.4791816735822501,0.0,0.4613993899720487,0.4791816735822501,0.4613993899720487,merge,3366,
644,0.0054965625343834645,True,False,26,26,0.46139938995363877,0.4791816735822501,0.0,0.46139938995363877,0.4791816735822501,0.46139938995363877,merge,3013,
645,0.005489623089732779,True,False,26,26,0.461399390402068,0.4791816735822501,0.0,0.461399390402068,0.4791816735822501,0.461399390402068,paired,2837,2937
646,0.005482692406174458,True,False,26,26,0.4613300497919189,0.4791816735822501,0.0,0.4613300497919189,0.4791816735822501,0.4613300497919189,paired,3133,3366
