iteration,temperature,accepted,new_best_utility,regions,dfs,best_dfs_seen,penalty,current_utility,best_utility,candidate_utility,move_type,merge_parent_id,split_node_id
55,0.09581148656599305,True,False,30,5.8732926534179875,5.8968695573817485,0.0,5.8732926534179875,5.8968695573817485,5.8732926534179875,split,,3133
56,0.09581148656599305,True,False,30,5.836062897892631,5.8968695573817485,0.0,5.836062897892631,5.8968695573817485,5.836062897892631,paired,3133,2844
57,0.09581148656599305,True,False,30,5.811315435163806,5.8968695573817485,0.0,5.811315435163806,5.8968695573817485,5.811315435163806,paired,3013,1777
58,0.09581148656599305,True,False,29,5.83606289803496,5.8968695573817485,0.0,5.83606289803496,5.8968695573817485,5.83606289803496,merge,1777,
59,0.09581148656599305,False,False,29,5.83606289803496,5.8968695573817485,0.0,5.83606289803496,5.8968695573817485,5.46670837875002,paired,2841,1
60,0.09581148656599305,True,False,30,5.836062880412069,5.8968695573817485,0.0,5.836062880412069,5.8968695573817485,5.836062880412069,split,,2679
61,0.0952078992957966,True,False,31,5.836062851047849,5.8968695573817485,0.0,5.836062851047849,5.8968695573817485,5.836062851047849,split,,2896
63,0.09401210812614456,True,False,30,5.836062880412069,5.8968695573817485,0.0,5.836062880412069,5.8968695573817485,5.836062880412069,merge,2896,
64,0.09341985646882173,False,False,30,5.836062880412069,5.8968695573817485,0.0,5.836062880412069,5.8968695573817485,5.451867671469877,paired,2841,1777
66,0.09224652274061387,True,False,29,5.836063948110642,5.8968695573817485,0.0,5.836063948110642,5.8968695573817485,5.836063948110642,merge,2895,
67,0.09166539380877362,True,False,30,5.811613929000238,5.8968695573817485,0.0,5.811613929000238,5.8968695573817485,5.811613929000238,split,,2876
68,0.0910879258369933,True,False,29,5.811613946629691,5.8968695573817485,0.0,5.811613946629691,5.8968695573817485,5.811613946629691,merge,2679,
69,0.09051409576218342,True,False,30,5.811449080290004,5.8968695573817485,0.0,5.811449080290004,5.8968695573817485,5.811449080290004,split,,3133
70,0.08994388066654593,True,False,31,5.810855369463425,5.8968695573817485,0.0,5.810855369463425,5.8968695573817485,5.810855369463425,split,,2847
71,0.08937725777665889,True,False,32,5.763636589542596,5.8968695573817485,0.0,5.763636589542596,5.8968695573817485,5.763636589542596,split,,2828
72,0.08881420446256694,True,False,33,5.759684714315867,5.8968695573817485,0.03,5.729684714315867,5.8968695573817485,5.729684714315867,split,,2877
73,0.08825469823687752,True,False,32,5.797101969102997,5.8968695573817485,0.0,5.797101969102997,5.8968695573817485,5.797101969102997,merge,2844,
74,0.08769871675386277,False,False,32,5.797101969102997,5.8968695573817485,0.0,5.797101969102997,5.8968695573817485,5.767101964426268,split,,2848
75,0.08714623780856702,True,False,31,5.797697390726523,5.8968695573817485,0.0,5.797697390726523,5.8968695573817485,5.797697390726523,merge,2847,
76,0.08659723933592006,True,False,30,5.797697391854221,5.8968695573817485,0.0,5.797697391854221,5.8968695573817485,5.797697391854221,merge,2894,
77,0.08605169940985581,True,False,31,5.787551754342672,5.8968695573817485,0.0,5.787551754342672,5.8968695573817485,5.787551754342672,split,,1
78,0.08550959624243668,True,False,32,5.7875517564957235,5.8968695573817485,0.0,5.7875517564957235,5.8968695573817485,5.7875517564957235,split,,2837
79,0.08497090818298333,True,False,31,5.78755186389613,5.8968695573817485,0.0,5.78755186389613,5.8968695573817485,5.78755186389613,merge,3366,
80,0.08443561371721013,True,False,32,5.78755199116533,5.8968695573817485,0.0,5.78755199116533,5.8968695573817485,5.78755199116533,split,,2879
81,0.0839036914663657,True,False,33,5.820419279001328,5.8968695573817485,0.03,5.790419279001328,5.8968695573817485,5.790419279001328,split,,2866
82,0.08337512018637927,True,False,34,5.820301978377451,5.8968695573817485,0.06,5.760301978377451,5.8968695573817485,5.760301978377451,split,,865
83,0.08284987876701212,True,False,35,5.789559770513044,5.8968695573817485,0.09,5.699559770513044,5.8968695573817485,5.699559770513044,split,,3134
84,0.08232794623101451,False,False,35,5.789559770513044,5.8968695573817485,0.09,5.699559770513044,5.8968695573817485,5.363278164339586,merge,2841,
85,0.0818093017332879,True,False,34,5.837060319356443,5.8968695573817485,0.06,5.777060319356443,5.8968695573817485,5.777060319356443,merge,2828,
86,0.0812939245600524,True,False,34,5.837059633760639,5.8968695573817485,0.06,5.777059633760639,5.8968695573817485,5.777059633760639,paired,2879,3182
87,0.08078179412801947,True,False,33,5.8410051004449635,5.8968695573817485,0.03,5.811005100444963,5.8968695573817485,5.811005100444963,merge,2877,
89,0.07976719180193709,True,False,32,5.84100509836226,5.8968695573817485,0.0,5.84100509836226,5.8968695573817485,5.84100509836226,merge,2837,
90,0.07926467938639487,True,False,33,5.841061678529069,5.8968695573817485,0.03,5.811061678529069,5.8968695573817485,5.811061678529069,split,,2788
91,0.07876533266745132,True,False,34,5.858981110998975,5.8968695573817485,0.06,5.798981110998976,5.8968695573817485,5.798981110998976,split,,2824
92,0.07826913170204705,True,False,35,5.858981109872261,5.8968695573817485,0.09,5.768981109872261,5.8968695573817485,5.768981109872261,split,,2894
94,0.07728608788700754,False,False,35,5.858981109872261,5.8968695573817485,0.09,5.768981109872261,5.8968695573817485,5.594563160069633,paired,2870,2954
95,0.07679920577627282,True,False,36,5.858981109872225,5.8968695573817485,0.12,5.738981109872225,5.8968695573817485,5.738981109872225,split,,2954
96,0.0763153908953104,True,False,36,5.858977599292608,5.8968695573817485,0.12,5.738977599292608,5.8968695573817485,5.738977599292608,paired,2954,866
99,0.07488215701148952,True,False,36,5.837112701133925,5.8968695573817485,0.12,5.717112701133925,5.8968695573817485,5.717112701133925,paired,2824,2877
101,0.07394165288545439,True,False,37,5.837112354401963,5.8968695573817485,0.15,5.687112354401963,5.8968695573817485,5.687112354401963,split,,2800
102,0.07347583983924719,True,False,36,5.837112355533019,5.8968695573817485,0.12,5.717112355533019,5.8968695573817485,5.717112355533019,merge,2894,
104,0.072552998760803,True,False,35,5.837111284775762,5.8968695573817485,0.09,5.747111284775762,5.8968695573817485,5.747111284775762,merge,2813,
105,0.07209593387186157,True,False,35,5.816121834455682,5.8968695573817485,0.09,5.726121834455682,5.8968695573817485,5.726121834455682,paired,2877,1777
106,0.07164174837200495,True,False,36,5.81605253741656,5.8968695573817485,0.12,5.69605253741656,5.8968695573817485,5.69605253741656,split,,3241
107,0.07119042412183607,True,False,37,5.81545638354142,5.8968695573817485,0.15,5.66545638354142,5.8968695573817485,5.66545638354142,split,,2847
108,0.07074194309623139,True,False,36,5.815525695067585,5.8968695573817485,0.12,5.695525695067585,5.8968695573817485,5.695525695067585,merge,3241,
109,0.07029628738362079,True,False,35,5.641266313371144,5.8968695573817485,0.09,5.551266313371144,5.8968695573817485,5.551266313371144,merge,2870,
110,0.06985343918527245,True,False,36,5.630670371208932,5.8968695573817485,0.12,5.510670371208932,5.8968695573817485,5.510670371208932,split,,2816
111,0.06941338081458188,True,False,35,5.6567271594817505,5.8968695573817485,0.09,5.566727159481751,5.8968695573817485,5.566727159481751,merge,2876,
112,0.06897609469636552,True,False,35,5.6525832766030994,5.8968695573817485,0.09,5.5625832766031,5.8968695573817485,5.5625832766031,paired,866,2209
113,0.06854156336615894,True,False,35,5.653178624310986,5.8968695573817485,0.09,5.563178624310986,5.8968695573817485,5.563178624310986,paired,2847,2789
114,0.06810976946951919,True,False,34,5.653300759180478,5.8968695573817485,0.06,5.593300759180479,5.8968695573817485,5.593300759180479,merge,865,
115,0.0676806957613318,True,False,33,5.6639662345021975,5.8968695573817485,0.03,5.633966234502197,5.8968695573817485,5.633966234502197,merge,1,
118,0.06640962494183247,True,False,32,5.663961197264591,5.8968695573817485,0.0,5.663961197264591,5.8968695573817485,5.663961197264591,merge,2800,
119,0.06599126169886367,False,False,32,5.663961197264591,5.8968695573817485,0.0,5.663961197264591,5.8968695573817485,5.243528268803587,merge,2869,
120,0.06557553403474688,True,False,33,5.6639611971161905,5.8968695573817485,0.03,5.63396119711619,5.8968695573817485,5.63396119711619,split,,3013
122,0.06475191913384098,True,False,32,5.674449036551991,5.8968695573817485,0.0,5.674449036551991,5.8968695573817485,5.674449036551991,merge,2816,
124,0.06393864866268285,True,False,33,5.674451264332642,5.8968695573817485,0.03,5.644451264332642,5.8968695573817485,5.644451264332642,split,,2800
127,0.06273785500004164,True,False,32,5.674451391490706,5.8968695573817485,0.0,5.674451391490706,5.8968695573817485,5.674451391490706,merge,2789,
128,0.06234262294598751,True,False,33,5.846729667505802,5.8968695573817485,0.03,5.816729667505801,5.8968695573817485,5.816729667505801,split,,2870
129,0.061949880750353827,True,False,33,5.826481386982145,5.8968695573817485,0.03,5.796481386982145,5.8968695573817485,5.796481386982145,paired,2209,2876
130,0.061559612727684676,True,False,32,5.826601177369753,5.8968695573817485,0.0,5.826601177369753,5.8968695573817485,5.826601177369753,merge,2812,
131,0.06117180329133842,True,False,33,5.789083797716547,5.8968695573817485,0.03,5.7590837977165465,5.8968695573817485,5.7590837977165465,split,,2844
133,0.060403498321388284,True,False,33,5.751543589547893,5.8968695573817485,0.03,5.721543589547893,5.8968695573817485,5.721543589547893,paired,2866,2209
134,0.0600229721029895,True,False,33,5.755663146450793,5.8968695573817485,0.03,5.725663146450793,5.8968695573817485,5.725663146450793,paired,2209,3014
136,0.05926909621088489,True,False,32,5.793085074452151,5.8968695573817485,0.0,5.793085074452151,5.8968695573817485,5.793085074452151,merge,2844,
137,0.05889571642865701,True,False,32,5.779444825866577,5.8968695573817485,0.0,5.779444825866577,5.8968695573817485,5.779444825866577,paired,2831,3183
138,0.05852468884126067,True,False,33,5.792518453857031,5.8968695573817485,0.03,5.762518453857031,5.8968695573817485,5.762518453857031,split,,2831
139,0.05815599863048451,True,False,34,5.826034370435437,5.8968695573817485,0.06,5.766034370435437,5.8968695573817485,5.766034370435437,split,,2866
140,0.05778963107146803,True,False,35,5.825964844729974,5.8968695573817485,0.09,5.735964844729974,5.8968695573817485,5.735964844729974,split,,3241
141,0.05742557153211349,True,False,36,5.822036503907,5.8968695573817485,0.12,5.702036503907,5.8968695573817485,5.702036503907,split,,2877
144,0.056347096090239523,True,False,35,5.822036502958525,5.8968695573817485,0.09,5.732036502958525,5.8968695573817485,5.732036502958525,merge,3014,
145,0.055992124143434595,True,False,35,5.822367401317681,5.8968695573817485,0.09,5.732367401317681,5.8968695573817485,5.732367401317681,paired,3013,3135
147,0.055288874853028976,True,False,35,5.822937565798828,5.8968695573817485,0.09,5.732937565798828,5.8968695573817485,5.732937565798828,paired,3183,2894
149,0.054594458225645556,True,False,36,5.8188086440564355,5.8968695573817485,0.12,5.698808644056435,5.8968695573817485,5.698808644056435,split,,2209
150,0.05425052743833254,True,False,35,5.818808645183317,5.8968695573817485,0.09,5.728808645183317,5.8968695573817485,5.728808645183317,merge,2894,
151,0.053908763324896435,True,False,36,5.818807167953224,5.8968695573817485,0.12,5.698807167953224,5.8968695573817485,5.698807167953224,split,,2210
152,0.053569152235859334,True,False,35,5.8188477489814225,5.8968695573817485,0.09,5.728847748981423,5.8968695573817485,5.728847748981423,merge,3182,
154,0.05289633496246936,True,False,35,5.818844962994351,5.8968695573817485,0.09,5.728844962994351,5.8968695573817485,5.728844962994351,paired,2800,2837
156,0.052231968132375156,True,False,34,5.818844961197705,5.8968695573817485,0.06,5.758844961197705,5.8968695573817485,5.758844961197705,merge,2837,
157,0.051902920413860805,True,False,33,5.644782534037297,5.8968695573817485,0.03,5.614782534037297,5.8968695573817485,5.614782534037297,merge,2870,
158,0.051575945609788135,True,False,32,5.644853170433954,5.8968695573817485,0.0,5.644853170433954,5.8968695573817485,5.644853170433954,merge,3241,
159,0.05125103066133911,True,False,32,5.6073257201596185,5.8968695573817485,0.0,5.6073257201596185,5.8968695573817485,5.6073257201596185,paired,2866,2882
160,0.050928162591962846,True,False,31,5.607265729001394,5.8968695573817485,0.0,5.607265729001394,5.8968695573817485,5.607265729001394,merge,2788,
161,0.05060732850685728,True,False,32,5.603090542342898,5.8968695573817485,0.0,5.603090542342898,5.8968695573817485,5.603090542342898,split,,3136
163,0.049971711115907765,True,False,33,5.637428641517225,5.8968695573817485,0.03,5.607428641517225,5.8968695573817485,5.607428641517225,split,,2866
164,0.04965690242458533,True,False,32,5.637430121300746,5.8968695573817485,0.0,5.637430121300746,5.8968695573817485,5.637430121300746,merge,2210,
167,0.048724325728252436,True,False,31,5.637430472178647,5.8968695573817485,0.0,5.637430472178647,5.8968695573817485,5.637430472178647,merge,2893,
168,0.04841737523815412,True,False,32,5.637360055035529,5.8968695573817485,0.0,5.637360055035529,5.8968695573817485,5.637360055035529,split,,3241
169,0.04811235845574624,True,False,31,5.6416546829619065,5.8968695573817485,0.0,5.6416546829619065,5.8968695573817485,5.6416546829619065,merge,3136,
171,0.04750807736333636,True,False,32,5.641647384329083,5.8968695573817485,0.0,5.641647384329083,5.8968695573817485,5.641647384329083,split,,2883
172,0.0472087889193744,True,False,31,5.628616696803853,5.8968695573817485,0.0,5.628616696803853,5.8968695573817485,5.628616696803853,merge,2831,
174,0.04661585647009972,True,False,30,5.6286877366396375,5.8968695573817485,0.0,5.6286877366396375,5.8968695573817485,5.6286877366396375,merge,3241,
176,0.046030371127549236,True,False,31,5.628687306970981,5.8968695573817485,0.0,5.628687306970981,5.8968695573817485,5.628687306970981,split,,2873
177,0.045740391845828454,True,False,30,5.632826082234121,5.8968695573817485,0.0,5.632826082234121,5.8968695573817485,5.632826082234121,merge,2209,
178,0.04545223935763045,True,False,30,5.632654211955593,5.8968695573817485,0.0,5.632654211955593,5.8968695573817485,5.632654211955593,paired,2873,3159
179,0.04516590215463452,True,False,30,5.611871030071601,5.8968695573817485,0.0,5.611871030071601,5.8968695573817485,5.611871030071601,paired,2827,3160
181,0.04459862793300633,True,False,29,5.577537583144892,5.8968695573817485,0.0,5.577537583144892,5.8968695573817485,5.577537583144892,merge,2866,
182,0.04431766825840562,True,False,30,5.577496620744309,5.8968695573817485,0.0,5.577496620744309,5.8968695573817485,5.577496620744309,split,,3182
183,0.04403847855616529,True,False,31,5.577496463567996,5.8968695573817485,0.0,5.577496463567996,5.8968695573817485,5.577496463567996,split,,2873
184,0.04376104767592305,True,False,30,5.580641471658442,5.8968695573817485,0.0,5.580641471658442,5.8968695573817485,5.580641471658442,merge,2823,
185,0.04348536453756098,True,False,30,5.581715407353446,5.8968695573817485,0.0,5.581715407353446,5.8968695573817485,5.581715407353446,paired,2877,2823
187,0.042939197514575214,True,False,31,5.578693563996961,5.8968695573817485,0.0,5.578693563996961,5.8968695573817485,5.578693563996961,split,,3136
188,0.042668691816968723,True,False,31,5.568513332138487,5.8968695573817485,0.0,5.568513332138487,5.8968695573817485,5.568513332138487,paired,2873,1
189,0.042399890234405664,True,False,31,5.5719971183390875,5.8968695573817485,0.0,5.5719971183390875,5.8968695573817485,5.5719971183390875,paired,2823,2873
193,0.04134151135692609,True,False,30,5.571997335411325,5.8968695573817485,0.0,5.571997335411325,5.8968695573817485,5.571997335411325,merge,2873,
194,0.04108107066364308,True,False,31,5.571943700328159,5.8968695573817485,0.0,5.571943700328159,5.8968695573817485,5.571943700328159,split,,2886
195,0.04082227067851252,True,False,32,5.571943696586548,5.8968695573817485,0.0,5.571943696586548,5.8968695573817485,5.571943696586548,split,,2890
196,0.040565101065502776,True,False,32,5.581633600208384,5.8968695573817485,0.0,5.581633600208384,5.8968695573817485,5.581633600208384,paired,1,3171
198,0.040055611936880536,True,False,33,5.577485606190027,5.8968695573817485,0.03,5.547485606190027,5.8968695573817485,5.547485606190027,split,,2209
199,0.03980327207313802,False,False,33,5.577485606190027,5.8968695573817485,0.03,5.547485606190027,5.8968695573817485,5.211156531185807,merge,2841,
202,0.039055750537142477,True,False,33,5.575410776369015,5.8968695573817485,0.03,5.545410776369015,5.8968695573817485,5.545410776369015,paired,3160,3148
203,0.038809709538332265,True,False,34,5.749973098383457,5.8968695573817485,0.06,5.689973098383457,5.8968695573817485,5.689973098383457,split,,2870
204,0.03856521853337093,True,False,35,5.749972761385145,5.8968695573817485,0.09,5.659972761385145,5.8968695573817485,5.659972761385145,split,,2893
205,0.038322267757703185,True,False,35,5.752032926259613,5.8968695573817485,0.09,5.662032926259613,5.8968695573817485,5.662032926259613,paired,3148,2873
208,0.037602560081298274,True,False,36,5.752031442499824,5.8968695573817485,0.12,5.632031442499824,5.8968695573817485,5.632031442499824,split,,2210
209,0.037365673801736825,True,False,37,5.742636327023735,5.8968695573817485,0.15,5.592636327023735,5.8968695573817485,5.592636327023735,split,,1
210,0.037130279843690814,True,False,36,5.742636666875814,5.8968695573817485,0.12,5.622636666875814,5.8968695573817485,5.622636666875814,merge,2893,
211,0.03689636880592555,True,False,37,5.742636525612561,5.8968695573817485,0.15,5.59263652561256,5.8968695573817485,5.59263652561256,split,,3366
212,0.03666393134643168,True,False,38,5.742625716058299,5.8968695573817485,0.18,5.5626257160582995,5.8968695573817485,5.5626257160582995,split,,2211
214,0.036203440088110994,False,False,38,5.742625716058299,5.8968695573817485,0.18,5.5626257160582995,5.8968695573817485,5.531991715992299,split,,3183
215,0.03597536789804583,True,False,37,5.7457638237683035,5.8968695573817485,0.15,5.595763823768303,5.8968695573817485,5.595763823768303,merge,3136,
217,0.03552352485166361,True,False,38,5.745750500092356,5.8968695573817485,0.18,5.565750500092356,5.8968695573817485,5.565750500092356,split,,2
218,0.03529973594950307,True,False,39,5.745750498070848,5.8968695573817485,0.21,5.535750498070848,5.8968695573817485,5.535750498070848,split,,2318
219,0.03507735685881084,False,False,39,5.745750498070848,5.8968695573817485,0.21,5.535750498070848,5.8968695573817485,5.505630087730362,split,,865
220,0.03485637869814392,True,False,38,5.745750500092356,5.8968695573817485,0.18,5.565750500092356,5.8968695573817485,5.565750500092356,merge,2318,
222,0.034418589920515386,True,False,37,5.7457638237683035,5.8968695573817485,0.15,5.595763823768303,5.8968695573817485,5.595763823768303,merge,2,
223,0.034201761819013944,True,False,36,5.745770533626729,5.8968695573817485,0.12,5.625770533626729,5.8968695573817485,5.625770533626729,merge,2883,
224,0.03398629967775984,False,False,36,5.745770533626729,5.8968695573817485,0.12,5.625770533626729,5.8968695573817485,5.288812608148465,merge,2841,
225,0.033772194891561275,True,False,36,5.745770452873451,5.8968695573817485,0.12,5.625770452873451,5.8968695573817485,5.625770452873451,paired,2890,2212
226,0.033559438909436946,True,False,37,5.7787778796496205,5.8968695573817485,0.15,5.62877787964962,5.8968695573817485,5.62877787964962,split,,2866
227,0.033348023234274445,True,False,37,5.77877173495995,5.8968695573817485,0.15,5.628771734959949,5.8968695573817485,5.628771734959949,paired,2873,2883
228,0.033137939422490985,True,False,37,5.776066542409453,5.8968695573817485,0.15,5.626066542409452,5.8968695573817485,5.626066542409452,paired,3182,1778
229,0.03292917908369611,True,False,37,5.775537264791776,5.8968695573817485,0.15,5.625537264791776,5.8968695573817485,5.625537264791776,paired,3171,2847
230,0.03272173388035665,True,False,36,5.776135688005677,5.8968695573817485,0.12,5.656135688005677,5.8968695573817485,5.656135688005677,merge,2847,
231,0.03251559552746369,True,False,35,5.7855132841215635,5.8968695573817485,0.09,5.695513284121564,5.8968695573817485,5.695513284121564,merge,1,
232,0.03231075579220172,True,False,34,5.785513411398224,5.8968695573817485,0.06,5.725513411398224,5.8968695573817485,5.725513411398224,merge,3366,
234,0.03190493950230482,True,False,34,5.7763117738228615,5.8968695573817485,0.06,5.716311773822862,5.8968695573817485,5.716311773822862,paired,3159,1
235,0.031703946740056894,True,False,33,5.785689140441718,5.8968695573817485,0.03,5.755689140441718,5.8968695573817485,5.755689140441718,merge,1,
237,0.031305751844094606,True,False,32,5.785387621037991,5.8968695573817485,0.0,5.785387621037991,5.8968695573817485,5.785387621037991,merge,3135,
238,0.031108533807152755,True,False,32,5.785394159228765,5.8968695573817485,0.0,5.785394159228765,5.8968695573817485,5.785394159228765,paired,2883,3366
239,0.030912558192187838,False,False,32,5.785394159228765,5.8968695573817485,0.0,5.785394159228765,5.8968695573817485,5.755468091895907,split,,2788
240,0.030717817172266806,True,False,31,5.816924009276747,5.8968695573817485,0.0,5.816924009276747,5.8968695573817485,5.816924009276747,merge,3134,
241,0.030524302969764255,True,False,32,5.816924004205127,5.8968695573817485,0.0,5.816924004205127,5.8968695573817485,5.816924004205127,split,,2890
242,0.030332007856051765,True,False,31,5.816924087031065,5.8968695573817485,0.0,5.816924087031065,5.8968695573817485,5.816924087031065,merge,2212,
243,0.030140924151189286,True,False,30,5.816924092102681,5.8968695573817485,0.0,5.816924092102681,5.8968695573817485,5.816924092102681,merge,2890,
244,0.029951044223618346,True,False,29,5.819641779767075,5.8968695573817485,0.0,5.819641779767075,5.8968695573817485,5.819641779767075,merge,1778,
245,0.0297623604898573,True,False,28,5.819652474861293,5.8968695573817485,0.0,5.819652474861293,5.8968695573817485,5.819652474861293,merge,2211,
246,0.029574865414198473,True,False,27,5.8200104780763695,5.8968695573817485,0.0,5.8200104780763695,5.8968695573817485,5.8200104780763695,merge,3133,
