repeat,seed,chain,month,bcob_median_residual_ppt,mcoh_median_residual_ppt,joint_score_ppt
0,637100,2,2023-11,-2.744280227661136,-0.9284507141113352,-2.744280227661136
0,637100,2,2023-12,-2.7937976303100527,-1.3022467269897504,-2.7937976303100527
0,637100,2,2024-01,-3.4472974395751947,-0.5293529357910245,-3.4472974395751947
0,637100,2,2024-03,-0.3913004913329985,-1.1011555328369127,-1.1011555328369127
0,637100,2,2024-04,0.08352523803711165,-2.638673645019537,-2.638673645019537
0,637100,2,2024-05,-1.5986030807495126,-0.24955094909667253,-1.5986030807495126
0,637100,2,2024-07,-9.596486618041993,3.2721569290161057,-9.596486618041993
0,637100,2,2024-08,-4.134613349914545,1.4760555343627857,-4.134613349914545
0,637100,2,2024-09,-2.87823454284667,1.908263092041011,-2.87823454284667
0,637100,2,2024-10,-2.5614297790527303,0.2612563629150486,-2.5614297790527303
0,637100,2,2024-11,-4.62347268676757,-1.2127047653198275,-4.62347268676757
0,637100,2,2024-12,-4.660070449829107,1.0360364227294951,-4.660070449829107
0,637100,2,2025-01,-3.0935982055664084,-0.5345349273681563,-3.0935982055664084
0,637100,2,2025-02,-4.3293905181884895,-1.4735315704345737,-4.3293905181884895
0,637100,2,2025-03,-0.9036285247802596,-0.39141166687011264,-0.9036285247802596
0,637100,2,2025-04,-1.4992129058837946,-1.0351048736572324,-1.4992129058837946
0,637100,2,2025-05,-1.8697965545654256,-1.1721677932739283,-1.8697965545654256
0,637100,2,2025-06,-2.513612426757817,2.1378118820190366,-2.513612426757817
0,637100,2,2025-07,-2.1809388427734433,2.613779785156254,-2.1809388427734433
0,637100,2,2025-08,-2.958139129638681,1.551751365661616,-2.958139129638681
0,637100,2,2025-09,-2.5482374267578223,1.3371346817016558,-2.5482374267578223
0,637100,2,2025-10,-2.4528206481933523,0.06193173217772596,-2.4528206481933523
0,637100,2,2025-11,-3.1264727020263763,-0.6608002014160235,-3.1264727020263763
0,637100,2,2025-12,-2.6068907470703095,-1.084110664367671,-2.6068907470703095
0,637100,2,2026-01,89.65025280761719,84.87506880950929,84.87506880950929
0,637100,2,2026-02,-4.51733255004882,-1.9623009262084992,-4.51733255004882
0,637100,3,2023-02,-2.6738038711547887,-1.5092388534545904,-2.6738038711547887
0,637100,3,2023-03,-3.4865331573486458,-1.5444180374145446,-3.4865331573486458
0,637100,3,2023-04,-3.464955017089835,-0.8847858314514099,-3.464955017089835
0,637100,3,2023-05,-3.186143943786618,0.3877267417907717,-3.186143943786618
0,637100,3,2023-06,-3.274387832641594,0.8437657012939468,-3.274387832641594
0,637100,3,2023-07,-1.189686111450186,1.5986497077941806,-1.189686111450186
0,637100,3,2023-08,-3.926509201049811,0.7596893997192353,-3.926509201049811
0,637100,3,2023-09,-2.617683746337889,4.836496131896979,-2.617683746337889
0,637100,3,2023-10,-4.063511444091802,-0.42726081466673804,-4.063511444091802
0,637100,3,2023-11,-2.8707059631347676,-0.8504617156982306,-2.8707059631347676
0,637100,3,2023-12,-2.9320875778198143,-1.3780865631103438,-2.9320875778198143
0,637100,3,2024-01,-3.6375685729980347,-0.6654035186767544,-3.6375685729980347
0,637100,3,2024-03,-0.6552069549560429,-1.3163350677490229,-1.3163350677490229
0,637100,3,2024-04,-0.12630209350587052,-2.8545495605468716,-2.8545495605468716
0,637100,3,2024-05,-1.7432545776367192,-0.368791465759287,-1.7432545776367192
0,637100,3,2024-07,-9.621752548217785,3.2253389511108423,-9.621752548217785
0,637100,3,2024-08,-4.211901390075681,1.42330896759033,-4.211901390075681
0,637100,3,2024-09,-2.875069633483889,1.9225968780517633,-2.875069633483889
0,637100,3,2024-10,-2.6117785949707013,0.221351242065424,-2.6117785949707013
0,637100,3,2024-11,-4.664079360961921,-1.1826529693603476,-4.664079360961921
0,637100,3,2024-12,-4.815546524047846,0.7611302642822295,-4.815546524047846
0,637100,3,2025-01,-3.3661539154052633,-0.7025076751708923,-3.3661539154052633
0,637100,3,2025-02,-4.632024185180654,-1.6944035949707086,-4.632024185180654
0,637100,3,2025-03,-1.0931170196533344,-0.4827181625366279,-1.0931170196533344
0,637100,3,2025-04,-1.695568237304684,-1.2381218261718772,-1.695568237304684
0,637100,3,2025-05,-2.0446562957763774,-1.2858889846801702,-2.0446562957763774
0,637100,3,2025-06,-2.596206871032706,2.1474474182128915,-2.596206871032706
0,637100,3,2025-07,-2.1323537292480523,2.6714314651489275,-2.1323537292480523
0,637100,3,2025-08,-2.9514902496337925,1.5549504852294973,-2.9514902496337925
0,637100,3,2025-09,-2.5589856719970783,1.3206392440795867,-2.5589856719970783
0,637100,3,2025-10,-2.5047615509033108,-0.11355380249023028,-2.5047615509033108
0,637100,3,2025-11,-3.1269305877685554,-0.7245075073242191,-3.1269305877685554
0,637100,3,2025-12,91.12981693267822,84.71126123046875,84.71126123046875
0,637100,3,2026-01,-3.4642512969970767,-0.7239899749755807,-3.4642512969970767
0,637100,3,2026-02,-4.709505989074714,-2.1115722808837916,-4.709505989074714
1,637101,0,2023-02,-5.351812366485589,-3.669919197082521,-5.351812366485589
1,637101,0,2023-03,-6.41071040344238,-3.100374950408934,-6.41071040344238
1,637101,0,2023-04,-4.798631271362311,-2.2201244964599667,-4.798631271362311
1,637101,0,2023-05,-4.346028472900386,-0.9697075538635147,-4.346028472900386
1,637101,0,2023-06,-4.333542076110845,0.42171430206299476,-4.333542076110845
1,637101,0,2023-07,-1.8380508651733436,0.9402387962341265,-1.8380508651733436
1,637101,0,2023-08,-5.0333906555175645,0.09793464660644702,-5.0333906555175645
1,637101,0,2023-09,-3.3364763946533174,4.412456192016606,-3.3364763946533174
1,637101,0,2023-10,-7.754741104125969,-0.31602261352539074,-7.754741104125969
1,637101,0,2023-11,-6.1278450469970664,-3.29810511779786,-6.1278450469970664
1,637101,0,2023-12,-7.38556661224365,-5.34828833007812,-7.38556661224365
1,637101,0,2024-01,-7.640745491027829,-3.3376163482666072,-7.640745491027829
1,637101,0,2024-03,-2.630763748168931,-2.906070312500006,-2.906070312500006
1,637101,0,2024-04,-1.4208391723632872,-4.563206085205081,-4.563206085205081
1,637101,0,2024-05,-2.4060899505615225,-0.7837868347167927,-2.4060899505615225
1,637101,0,2024-07,-10.120975288391122,2.8023333511352604,-10.120975288391122
1,637101,0,2024-08,-5.28634110260009,0.9125490798950153,-5.28634110260009
1,637101,0,2024-09,-3.2662442398071363,1.7016994934081993,-3.2662442398071363
1,637101,0,2024-10,-3.5630391845703,-0.38161013793944676,-3.5630391845703
1,637101,0,2024-11,-8.25413058471679,-4.039571624755851,-8.25413058471679
1,637101,0,2024-12,-8.424106201171867,-2.046215927124024,-8.424106201171867
1,637101,0,2025-01,-8.042873130798341,-3.127631927490228,-8.042873130798341
1,637101,0,2025-02,-7.6562770538330085,-3.7412842559814408,-7.6562770538330085
1,637101,0,2025-03,-2.8212494964599557,-1.866314567565908,-2.8212494964599557
1,637101,0,2025-04,-3.0785614776611254,-2.5906099853515627,-3.0785614776611254
1,637101,0,2025-05,-2.545616821289059,-2.222589279174798,-2.545616821289059
1,637101,0,2025-06,-3.2341399917602587,1.7731314010620167,-3.2341399917602587
1,637101,0,2025-07,-2.949310775756828,1.993215339660651,-2.949310775756828
1,637101,0,2025-08,-3.756309539794927,0.7446956939697316,-3.756309539794927
1,637101,0,2025-09,-3.6320053558349628,0.46653268432618233,-3.6320053558349628
1,637101,0,2025-10,-4.827385238647452,-1.5470236663818469,-4.827385238647452
1,637101,0,2025-11,-5.707904190063488,-3.0404018020629877,-5.707904190063488
1,637101,0,2025-12,-8.24094622802734,-4.633144638061523,-8.24094622802734
1,637101,0,2026-01,-7.323941894531259,-4.2745453948974586,-7.323941894531259
1,637101,0,2026-02,-8.296731590270994,-4.7500861892700215,-8.296731590270994
1,637101,1,2023-02,-5.359395519256594,-3.635999080657953,-5.359395519256594
1,637101,1,2023-03,-6.351531394958499,-3.0849192199707005,-6.351531394958499
1,637101,1,2023-04,-4.90431860351562,-2.3323085746765173,-4.90431860351562
1,637101,1,2023-05,-4.2933855056762695,-1.0075926666259676,-4.2933855056762695
1,637101,1,2023-06,-4.36194725799561,0.3985235595703074,-4.36194725799561
1,637101,1,2023-07,-1.8398093261718742,0.9776745681762691,-1.8398093261718742
1,637101,1,2023-08,-5.161254325866707,0.08035950469970032,-5.161254325866707
1,637101,1,2023-09,-3.3238024749755937,4.427409805297856,-3.3238024749755937
1,637101,1,2023-10,-7.657567962646482,-0.34389176940916855,-7.657567962646482
1,637101,1,2023-11,-6.111712005615246,-3.320890274047855,-6.111712005615246
1,637101,1,2023-12,-7.350324180603025,-5.316416213989257,-7.350324180603025
1,637101,1,2024-01,-7.610943267822265,-3.3320354919433726,-7.610943267822265
1,637101,1,2024-03,-2.601024307250981,-2.900875236511226,-2.900875236511226
1,637101,1,2024-04,-1.3967738342285259,-4.563925964355462,-4.563925964355462
1,637101,1,2024-05,-2.3636963653564464,-0.7517475891113321,-2.3636963653564464
1,637101,1,2024-07,-10.09335994720459,2.835443023681634,-10.09335994720459
1,637101,1,2024-08,-5.3017835769653345,0.8954657974243077,-5.3017835769653345
1,637101,1,2024-09,-3.262296844482421,1.7190365600585835,-3.262296844482421
1,637101,1,2024-10,-3.55143614196777,-0.3702048339843884,-3.55143614196777
1,637101,1,2024-11,-8.258180465698246,-4.0638464965820305,-8.258180465698246
1,637101,1,2024-12,-8.437163024902333,-2.013009704589848,-8.437163024902333
1,637101,1,2025-01,-8.031444671630851,-3.1335249938964864,-8.031444671630851
1,637101,1,2025-02,-7.6417930908203004,-3.7399957580566365,-7.6417930908203004
1,637101,1,2025-03,-2.79298390197755,-1.8372298660278403,-2.79298390197755
1,637101,1,2025-04,-3.0833128738403275,-2.6231458969116233,-3.0833128738403275
1,637101,1,2025-05,-2.5738544311523412,-2.1889302520751954,-2.5738544311523412
1,637101,1,2025-06,-3.2642322235107457,1.7547290878296025,-3.2642322235107457
1,637101,1,2025-07,-2.955646873474123,1.9495250930786199,-2.955646873474123
1,637101,1,2025-08,-3.7397736663818364,0.7541432495117135,-3.7397736663818364
1,637101,1,2025-09,-3.6233519897460837,0.4559202957153303,-3.6233519897460837
1,637101,1,2025-10,-4.785477584838873,-1.5255759429931572,-4.785477584838873
1,637101,1,2025-11,-5.77188204956056,-3.058223228454594,-5.77188204956056
1,637101,1,2025-12,-8.210845214843744,-4.629154640197754,-8.210845214843744
1,637101,1,2026-01,-7.322896453857425,-4.275476913452152,-7.322896453857425
1,637101,1,2026-02,-8.266520874023428,-4.7223389434814464,-8.266520874023428
1,637101,2,2023-02,-5.313232479095461,-3.6211694641113183,-5.313232479095461
1,637101,2,2023-03,-6.2864734802246005,-3.092022586822509,-6.2864734802246005
1,637101,2,2023-04,-4.830810462951661,-2.25573701477051,-4.830810462951661
1,637101,2,2023-05,-4.31288064575196,-0.952763172149659,-4.31288064575196
1,637101,2,2023-06,-4.327188262939458,0.4186225967407182,-4.327188262939458
1,637101,2,2023-07,-1.8282100372314432,0.975505794525148,-1.8282100372314432
1,637101,2,2023-08,-5.133670639038087,0.07185430908202761,-5.133670639038087
1,637101,2,2023-09,-3.330315048217784,4.41850086212159,-3.330315048217784
1,637101,2,2023-10,-7.699189712524401,-0.34085379028320517,-7.699189712524401
1,637101,2,2023-11,-6.1388804244995185,-3.3410418701171807,-6.1388804244995185
1,637101,2,2023-12,-7.333342956542964,-5.292078109741212,-7.333342956542964
1,637101,2,2024-01,-7.585702964782712,-3.3196085510253965,-7.585702964782712
1,637101,2,2024-03,-2.6490726776123097,-2.8998607482910046,-2.8998607482910046
1,637101,2,2024-04,-1.4192509002685654,-4.538036697387696,-4.538036697387696
1,637101,2,2024-05,-2.406087585449214,-0.7688239517211883,-2.406087585449214
1,637101,2,2024-07,-10.124940124511724,2.7713525924682614,-10.124940124511724
1,637101,2,2024-08,-5.276657691955563,0.9386714248657313,-5.276657691955563
1,637101,2,2024-09,-3.2891737518310578,1.6680581207275509,-3.2891737518310578
1,637101,2,2024-10,-3.565393463134768,-0.38699391174316133,-3.565393463134768
1,637101,2,2024-11,-8.223606887817397,-4.024797454833987,-8.223606887817397
1,637101,2,2024-12,-8.408594894409191,-2.0022179412841865,-8.408594894409191
1,637101,2,2025-01,-8.033256851196299,-3.129158096313489,-8.033256851196299
1,637101,2,2025-02,-7.586026794433593,-3.6933111419677687,-7.586026794433593
1,637101,2,2025-03,-2.8449281463622924,-1.8895125808715818,-2.8449281463622924
1,637101,2,2025-04,-3.025043914794935,-2.5259863281250006,-3.025043914794935
1,637101,2,2025-05,-2.4757956237793053,-2.1836926574707007,-2.4757956237793053
1,637101,2,2025-06,-3.2577022476196333,1.7688702545165995,-3.2577022476196333
1,637101,2,2025-07,-2.967928565978994,1.9679149475097688,-2.967928565978994
1,637101,2,2025-08,-3.7506662445068457,0.7497452850341801,-3.7506662445068457
1,637101,2,2025-09,-3.622684173583991,0.4618765029907195,-3.622684173583991
1,637101,2,2025-10,-4.818486160278326,-1.534798934936532,-4.818486160278326
1,637101,2,2025-11,-5.692202514648443,-3.0121542587280317,-5.692202514648443
1,637101,2,2025-12,-8.224179687499998,-4.6432762451171925,-8.224179687499998
1,637101,2,2026-01,-7.313696609497072,-4.284990203857419,-7.313696609497072
1,637101,2,2026-02,-8.275382240295414,-4.749682830810542,-8.275382240295414
1,637101,3,2023-02,-5.3111783218383835,-3.618285652160651,-5.3111783218383835
1,637101,3,2023-03,-6.337966262817389,-3.0387929840087935,-6.337966262817389
1,637101,3,2023-04,-4.767671028137201,-2.1871994552612293,-4.767671028137201
1,637101,3,2023-05,-4.219745323181158,-0.9373323936462299,-4.219745323181158
1,637101,3,2023-06,-4.309173774719241,0.4197145156860387,-4.309173774719241
1,637101,3,2023-07,-1.8361235504150386,1.0040874748230024,-1.8361235504150386
1,637101,3,2023-08,-5.06350550842285,0.08641671752930336,-5.06350550842285
1,637101,3,2023-09,-3.3192336730957095,4.430290664672839,-3.3192336730957095
1,637101,3,2023-10,-7.638917984008799,-0.33107140350341524,-7.638917984008799
1,637101,3,2023-11,-6.086201774597171,-3.2917413940429583,-6.086201774597171
1,637101,3,2023-12,-7.320333663940431,-5.280323806762695,-7.320333663940431
1,637101,3,2024-01,-7.567006103515624,-3.2960332183837977,-7.567006103515624
1,637101,3,2024-03,-2.5630697479248,-2.840725662231449,-2.840725662231449
1,637101,3,2024-04,-1.3763126525878988,-4.4902890167236365,-4.4902890167236365
1,637101,3,2024-05,-2.386705894470211,-0.7549804687499915,-2.386705894470211
1,637101,3,2024-07,-10.10643244171142,2.8188409729004036,-10.10643244171142
1,637101,3,2024-08,-5.289281944274904,0.8781937866210967,-5.289281944274904
1,637101,3,2024-09,-3.2436998672485373,1.7394153442382674,-3.2436998672485373
1,637101,3,2024-10,-3.5780461730957143,-0.38649403381347724,-3.5780461730957143
1,637101,3,2024-11,-8.228599166870112,-4.01787922668457,-8.228599166870112
1,637101,3,2024-12,-8.418990356445306,-2.034477767944338,-8.418990356445306
1,637101,3,2025-01,-8.052868980407709,-3.089484375000012,-8.052868980407709
1,637101,3,2025-02,-7.588917266845698,-3.6889068450927596,-7.588917266845698
1,637101,3,2025-03,-2.7723963775634672,-1.8151694641113352,-2.7723963775634672
1,637101,3,2025-04,-3.029292625427246,-2.5410935211181567,-3.029292625427246
1,637101,3,2025-05,-2.6003618469238177,-2.2197275466918853,-2.6003618469238177
1,637101,3,2025-06,-3.2594133148193407,1.7702724533080954,-3.2594133148193407
1,637101,3,2025-07,-2.9386901397705003,1.979210700988773,-2.9386901397705003
1,637101,3,2025-08,-3.730270843505849,0.7726234893798818,-3.730270843505849
1,637101,3,2025-09,-3.5751941375732486,0.4492612304687498,-3.5751941375732486
1,637101,3,2025-10,-4.782783767700209,-1.5071400909423858,-4.782783767700209
1,637101,3,2025-11,-5.716457824707021,-3.0159205932617255,-5.716457824707021
1,637101,3,2025-12,-8.208541236877437,-4.587139823913574,-8.208541236877437
1,637101,3,2026-01,-7.306055770874025,-4.281464988708493,-7.306055770874025
1,637101,3,2026-02,-8.228918640136726,-4.715591506958006,-8.228918640136726
2,637102,0,2023-02,-3.3029213562011677,-2.036275596618651,-3.3029213562011677
2,637102,0,2023-03,-4.360077682495131,-2.0538843307495114,-4.360077682495131
2,637102,0,2023-04,-3.806948081970205,-1.2099781227111777,-3.806948081970205
2,637102,0,2023-05,-3.3228710250854476,0.031134246826169942,-3.3228710250854476
2,637102,0,2023-06,-3.6510158081054556,0.7584490661621146,-3.6510158081054556
2,637102,0,2023-07,-1.2472084121704086,1.571135543823246,-1.2472084121704086
2,637102,0,2023-08,-4.15090785980226,0.6455800552368203,-4.15090785980226
2,637102,0,2023-09,-2.7863456115722727,4.846717468261716,-2.7863456115722727
2,637102,0,2023-10,-6.131995697021495,-0.3464470939636186,-6.131995697021495
2,637102,0,2023-11,-4.352447547912604,-1.7390875244140602,-4.352447547912604
2,637102,0,2023-12,-5.1023847503662125,-3.060248657226566,-5.1023847503662125
2,637102,0,2024-01,-5.630052841186526,-1.5889940795898383,-5.630052841186526
2,637102,0,2024-03,-1.1998689880371103,-1.7097733078003046,-1.7097733078003046
2,637102,0,2024-04,-0.4439100799560549,-3.2900545806884907,-3.2900545806884907
2,637102,0,2024-05,-1.664912124633787,-0.24459020233155115,-1.664912124633787
2,637102,0,2024-07,-9.761575874328614,3.135012374877931,-9.761575874328614
2,637102,0,2024-08,-4.464009315490728,1.3127225418090802,-4.464009315490728
2,637102,0,2024-09,-2.980573379516599,1.909254547119133,-2.980573379516599
2,637102,0,2024-10,-3.257094711303722,0.05549440002440065,-3.257094711303722
2,637102,0,2024-11,-6.352042709350599,-2.1663240966796877,-6.352042709350599
2,637102,0,2024-12,-6.6975557708740325,-0.492067810058586,-6.6975557708740325
2,637102,0,2025-01,-5.250311546325676,-1.6537224121093743,-5.250311546325676
2,637102,0,2025-02,-5.73530952453612,-2.3215996704101656,-5.73530952453612
2,637102,0,2025-03,-1.678802688598637,-0.8614174194335931,-1.678802688598637
2,637102,0,2025-04,-2.0410553512573273,-1.5829202651977567,-2.0410553512573273
2,637102,0,2025-05,-2.088972076416013,-1.435401573181153,-2.088972076416013
2,637102,0,2025-06,-2.672620567321772,2.040306411743174,-2.672620567321772
2,637102,0,2025-07,-2.418140708923346,2.4147596130371056,-2.418140708923346
2,637102,0,2025-08,-3.181368377685544,1.323005973815924,-3.181368377685544
2,637102,0,2025-09,-2.76025802612304,1.118228965759286,-2.76025802612304
2,637102,0,2025-10,-3.875373779296865,-0.42084565734862167,-3.875373779296865
2,637102,0,2025-11,-4.221474227905276,-1.709870674133299,-4.221474227905276
2,637102,0,2025-12,-5.969191108703612,-2.686040092468261,-5.969191108703612
2,637102,0,2026-01,-5.3671940002441545,-2.3238063812255945,-5.3671940002441545
2,637102,0,2026-02,89.53758863067627,83.11600801086426,83.11600801086426
2,637102,1,2023-02,-4.889652542114263,-3.382648792266849,-4.889652542114263
2,637102,1,2023-03,-5.863824462890619,-2.9562456932067818,-5.863824462890619
2,637102,1,2023-04,-4.767452445983892,-2.202323612213135,-4.767452445983892
2,637102,1,2023-05,-4.054875289916993,-0.7976583061218179,-4.054875289916993
2,637102,1,2023-06,-4.234620552062992,0.47853202819824503,-4.234620552062992
2,637102,1,2023-07,-1.7710293045043954,1.0694882278442392,-1.7710293045043954
2,637102,1,2023-08,-4.975596641540534,0.20553726959228413,-4.975596641540534
2,637102,1,2023-09,-3.1293685455322304,4.590808959960924,-3.1293685455322304
2,637102,1,2023-10,-7.386659828186026,-0.24577146148681095,-7.386659828186026
2,637102,1,2023-11,-5.838873352050783,-3.062637893676765,-5.838873352050783
2,637102,1,2023-12,-7.013609687805172,-4.987827873229989,-7.013609687805172
2,637102,1,2024-01,-7.260069252014162,-3.06960552978515,-7.260069252014162
2,637102,1,2024-03,-2.4235138244629013,-2.735851799011229,-2.735851799011229
2,637102,1,2024-04,-1.3041360015869259,-4.282362503051758,-4.282362503051758
2,637102,1,2024-05,-2.2219669036865213,-0.6627154464721627,-2.2219669036865213
2,637102,1,2024-07,-9.93132273101807,2.960898674011233,-9.93132273101807
2,637102,1,2024-08,-5.020838699340828,0.9540694885253913,-5.020838699340828
2,637102,1,2024-09,-3.275587104797367,1.6722134704589848,-3.275587104797367
2,637102,1,2024-10,-3.4857133178711024,-0.2980547485351508,-3.4857133178711024
2,637102,1,2024-11,-7.895401473999016,-3.689054779052725,-7.895401473999016
2,637102,1,2024-12,-8.127768966674807,-1.8303187255859257,-8.127768966674807
2,637102,1,2025-01,-7.5459045410156165,-2.8962588958740128,-7.5459045410156165
2,637102,1,2025-02,1.6025781860351458,1.6576309509277394,1.6025781860351458
2,637102,1,2025-03,-2.491436828613274,-1.653046424865721,-2.491436828613274
2,637102,1,2025-04,-2.8882873077392475,-2.3860396041870047,-2.8882873077392475
2,637102,1,2025-05,-2.4628651885986415,-2.0624964828491272,-2.4628651885986415
2,637102,1,2025-06,-3.234532234191903,1.7689872970581035,-3.234532234191903
2,637102,1,2025-07,-2.8791147842407128,2.022993400573739,-2.8791147842407128
2,637102,1,2025-08,-3.706563049316401,0.7960824050903312,-3.706563049316401
2,637102,1,2025-09,-3.397877487182626,0.5769755554199207,-3.397877487182626
2,637102,1,2025-10,-4.671962463378918,-1.424311340332025,-4.671962463378918
