iteration,temperature,candidate_score,current_score,best_score,accepted,new_best,regions,merge_parent_id,split_node_id
112,0.03278130001174329,6.641961593320961,6.641961593320961,6.692684869716693,True,False,32,3367,2877
113,0.032368717876886756,6.647394636963309,6.647394636963309,6.692684869716693,True,False,32,3,435
114,0.03196132845915681,6.64764723336328,6.64764723336328,6.692684869716693,True,False,32,3241,2879
119,0.03000001327473276,6.64764729461907,6.64764729461907,6.692684869716693,True,False,32,2879,543
120,0.029622436134162378,6.647383430823943,6.647383430823943,6.692684869716693,True,False,32,3486,2788
122,0.0288814784863686,6.636373169041686,6.636373169041686,6.692684869716693,True,False,32,2866,3486
123,0.028517979111802906,6.631884259319918,6.631884259319918,6.692684869716693,True,False,32,543,2847
124,0.028159054703694415,6.197190175573304,6.631884259319918,6.692684869716693,False,False,32,2870,3556
125,0.02780464768197684,6.642422000799975,6.642422000799975,6.692684869716693,True,False,32,2877,650
126,0.027454701191280788,6.640903508499484,6.640903508499484,6.692684869716693,True,False,32,435,3134
127,0.027109159091812825,6.640899598130133,6.640899598130133,6.692684869716693,True,False,32,650,2853
128,0.026767965950349276,6.642166257368935,6.642166257368935,6.692684869716693,True,False,32,3134,3241
129,0.026431067031343444,6.511618979727192,6.642166257368935,6.692684869716693,False,False,32,2844,3242
130,0.02609840828814469,6.642417782888881,6.642417782888881,6.692684869716693,True,False,32,3241,2857
131,0.02576993635432806,6.639079938186768,6.639079938186768,6.692684869716693,True,False,32,3486,2882
132,0.02544559853513306,6.6336314585154526,6.6336314585154526,6.692684869716693,True,False,32,2788,3
134,0.024809117769273522,6.635905307865542,6.635905307865542,6.692684869716693,True,False,32,3133,2893
135,0.024496872715859312,6.635902410380787,6.635902410380787,6.692684869716693,True,False,32,3366,2858
136,0.024188557547187,6.635902441534604,6.635902441534604,6.692684869716693,True,False,32,434,2848
137,0.0238841228021237,6.639312607675038,6.639312607675038,6.692684869716693,True,False,32,2882,4
138,0.023583519642049328,6.62450859604624,6.62450859604624,6.692684869716693,True,False,32,2876,2827
139,0.02328669984302177,6.624512047062211,6.624512047062211,6.692684869716693,True,False,32,2858,2854
140,0.022993615788040562,6.619166149605018,6.619166149605018,6.692684869716693,True,False,32,2827,865
142,0.022418467431186414,6.619166128422613,6.619166128422613,6.692684869716693,True,False,32,2854,2850
143,0.022136310861750268,6.619166172751598,6.619166172751598,6.692684869716693,True,False,32,2850,434
144,0.021857705486432108,6.619377646522956,6.619377646522956,6.692684869716693,True,False,32,865,3366
145,0.02158260661026103,6.619377935877651,6.619377935877651,6.692684869716693,True,False,32,2857,435
146,0.021310970100792505,6.6193816482754855,6.6193816482754855,6.692684869716693,True,False,32,2853,2679
149,0.02051640173799777,6.45209931336511,6.6193816482754855,6.692684869716693,False,False,32,2823,2853
153,0.01950286857727363,6.630203404425213,6.630203404425213,6.692684869716693,True,False,32,435,2866
154,0.0192574074408771,6.628241344592144,6.630203404425213,6.692684869716693,False,False,32,2679,3133
155,0.019015035653580287,6.630309186802634,6.630309186802634,6.692684869716693,True,False,32,4,3367
158,0.018306070004607468,6.6360305018110815,6.6360305018110815,6.692684869716693,True,False,32,3,2894
159,0.018075671654309317,6.625216134308705,6.625216134308705,6.692684869716693,True,False,32,2866,3486
161,0.017623537768675798,6.625216019094303,6.625216019094303,6.692684869716693,True,False,32,2894,3368
162,0.017401729700242872,6.624971349795835,6.624971349795835,6.692684869716693,True,False,32,2848,2788
164,0.016966453389819336,6.624971402174204,6.624971402174204,6.692684869716693,True,False,32,434,2848
165,0.016752915319089744,6.644608828241349,6.644608828241349,6.692684869716693,True,False,32,2893,2876
167,0.016333868058010317,6.634157227492853,6.634157227492853,6.692684869716693,True,False,32,3368,2877
168,0.01612829164244947,6.645358663380161,6.645358663380161,6.692684869716693,True,False,32,3486,2866
169,0.01592530259091561,6.420053965614329,6.645358663380161,6.692684869716693,False,False,32,2841,2893
170,0.015724868339106118,6.645461899261427,6.645461899261427,6.692684869716693,True,False,32,2,2853
172,0.015331536021546532,6.634260497473814,6.634260497473814,6.692684869716693,True,False,32,2866,3486
173,0.015138574855877888,6.634260478689541,6.634260478689541,6.692684869716693,True,False,32,3367,2680
174,0.01494804227997375,6.527316734036237,6.634260478689541,6.692684869716693,False,False,32,2844,2812
175,0.014759907727848364,6.644710255733209,6.644710255733209,6.692684869716693,True,False,32,2877,2837
178,0.014209592295803266,6.625059287016153,6.625059287016153,6.692684869716693,True,False,32,2876,2789
179,0.014030751800681245,6.625059288359957,6.625059288359957,6.692684869716693,True,False,32,2837,2854
180,0.013854162173988787,6.625059287924046,6.625059287924046,6.692684869716693,True,False,32,2854,2727
182,0.013507622565629108,6.625059096892723,6.625059096892723,6.692684869716693,True,False,32,2848,3487
184,0.013169751088813865,6.625062821722199,6.625062821722199,6.692684869716693,True,False,32,2853,2837
185,0.01300399793022023,6.6289598163732215,6.6289598163732215,6.692684869716693,True,False,32,2847,2800
186,0.0128403309241589,6.628959931880026,6.628959931880026,6.692684869716693,True,False,32,3487,2757
187,0.012678723814524562,6.6289649909358275,6.6289649909358275,6.692684869716693,True,False,32,3486,2893
188,0.012519150675668597,6.628964987132328,6.628964987132328,6.692684869716693,True,False,32,2757,2801
189,0.01236158590823998,6.628964995084104,6.628964995084104,6.692684869716693,True,False,32,2837,3367
190,0.01220600423507854,6.62896486736183,6.62896486736183,6.692684869716693,True,False,32,2801,3368
193,0.01175090975765861,6.628959806372791,6.628959806372791,6.692684869716693,True,False,32,2893,2790
194,0.011603013992921256,6.56832756656253,6.628959806372791,6.692684869716693,False,False,32,2680,1777
196,0.01131278323956339,6.628959803828202,6.628959803828202,6.692684869716693,True,False,32,2790,2801
198,0.011029812142209224,6.628959628121748,6.628959628121748,6.692684869716693,True,False,32,2789,3369
199,0.010890992039313088,6.651874308427594,6.651874308427594,6.692684869716693,True,False,32,2680,2812
200,0.010753919112227351,6.6518743113303564,6.6518743113303564,6.692684869716693,True,False,32,2801,2837
202,0.010484927103134247,6.662147116371905,6.662147116371905,6.692684869716693,True,False,32,3369,2866
204,0.010222663496979723,6.661980575588469,6.661980575588469,6.692684869716693,True,False,32,3368,2804
205,0.010094002085504492,6.661979692837619,6.661979692837619,6.692684869716693,True,False,32,2727,2813
206,0.009966959993574278,6.660304886797444,6.660304886797444,6.692684869716693,True,False,32,2804,3133
208,0.009717652502487262,6.660304884414941,6.660304884414941,6.692684869716693,True,False,32,2837,2801
209,0.009595347108441449,6.680135733355225,6.680135733355225,6.692684869716693,True,False,32,1,3427
211,0.00935533491663403,6.684574934031993,6.684574934031993,6.692684869716693,True,False,32,3133,2827
212,0.009237589615171916,6.680735676740586,6.680735676740586,6.692684869716693,True,False,32,2801,2847
213,0.009121326244195444,6.680735742113654,6.680735742113654,6.692684869716693,True,False,32,2679,2848
214,0.009006526152277036,6.55088435537585,6.680735742113654,6.692684869716693,False,False,32,2844,2831
215,0.008893170922734079,6.680736758657488,6.680736758657488,6.692684869716693,True,False,32,2813,2850
217,0.008670722540079364,6.691421542491383,6.691421542491383,6.692684869716693,True,False,32,2866,2876
218,0.008561593700922491,6.69127626195494,6.69127626195494,6.692684869716693,True,False,32,2850,2804
219,0.008453838346325954,6.520784147891838,6.69127626195494,6.692684869716693,False,False,32,2844,2824
223,0.008036209289885042,6.670503516383121,6.670503516383121,6.692684869716693,True,False,32,2812,3486
224,0.00793506637048322,6.665517763431289,6.665517763431289,6.692684869716693,True,False,32,2827,2850
227,0.0076392115752842,6.670503484574958,6.670503484574958,6.692684869716693,True,False,32,3427,2827
229,0.007448128971065377,6.670503516383473,6.670503516383473,6.692684869716693,True,False,32,2850,3556
231,0.007261825991193281,6.670503463834468,6.670503463834468,6.692684869716693,True,False,32,2848,3557
232,0.0071704293818663205,6.670661525472237,6.670661525472237,6.692684869716693,True,False,32,2804,2801
234,0.006991072611059352,6.670661525471974,6.670661525471974,6.692684869716693,True,False,32,3557,3427
235,0.006903083676460216,6.674959077924701,6.674959077924701,6.692684869716693,True,False,32,2847,3586
238,0.006645705815710642,6.676084540290823,6.676084540290823,6.692684869716693,True,False,32,2801,2831
239,0.006562063632755966,6.676119037447087,6.676119037447087,6.692684869716693,True,False,32,2800,3557
243,0.006237890360097621,6.674133854721145,6.674133854721145,6.692684869716693,True,False,32,2788,2882
244,0.006159380901325451,6.684815253259423,6.684815253259423,6.692684869716693,True,False,32,3427,2866
246,0.006005313883884954,6.683706506955758,6.683706506955758,6.692684869716693,True,False,32,2831,2679
247,0.005929731609179275,6.683706506409578,6.683706506409578,6.692684869716693,True,False,32,3586,2837
249,0.005781408899821863,6.674955962683146,6.683706506409578,6.692684869716693,False,False,32,2827,2847
251,0.005636796244740275,6.683704916945537,6.683704916945537,6.692684869716693,True,False,32,3367,2873
252,0.005565852095863534,6.683704917491596,6.683704917491596,6.692684869716693,True,False,32,2837,3586
254,0.005426631247914334,6.552057679595606,6.683704917491596,6.692684869716693,False,False,32,2844,2788
259,0.005093624618343055,6.683704796269467,6.683704796269467,6.692684869716693,True,False,32,3557,3487
261,0.004966215782052264,6.683705169732654,6.683705169732654,6.692684869716693,True,False,32,2679,2893
263,0.004841993873103254,6.693732320709817,6.693732320709817,6.693732320709817,True,True,32,2866,2812
264,0.004781053026693516,6.265334345079765,6.693732320709817,6.693732320709817,False,False,32,2870,3517
265,0.004720879175628766,6.693732442061243,6.693732442061243,6.693732442061243,True,True,32,3487,3602
269,0.004487662471580215,6.696978784658953,6.696978784658953,6.696978784658953,True,True,32,2882,2831
274,0.0,6.675642913066241,6.696978784658953,6.696978784658953,False,False,32,2876,3614
279,0.0,6.567889628957545,6.696978784658953,6.696978784658953,False,False,32,2844,3013
284,0.0,6.676361203057198,6.696978784658953,6.696978784658953,False,False,32,2812,3367
289,0.0,6.674210830118184,6.696978784658953,6.696978784658953,False,False,32,2812,3133
294,0.0,6.4739227961351915,6.696978784658953,6.696978784658953,False,False,32,2841,2679
299,0.0,6.687023660365245,6.696978784658953,6.696978784658953,False,False,32,2873,2877
