site,inlet,month,split_id,holdout_start,holdout_end,buffer_start,buffer_end,basis_training_sites,basis_train_observations,score_site_holdout_observations,basis_family,class_mode,allocation,split_step,split_mode,geometry,target_regions,actual_regions,heldout_cv_nrmse,heldout_cv_rmse,heldout_cv_bias,heldout_cv_corr
TAC,185m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,axis_parallel,balanced,lat_lon_metres,250,250,0.16904119849033047,1.1155574218665727e-08,-7.140340515530367e-09,0.975709517190656
TAC,185m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,inertial,count,row_column,250,250,0.10242320939662007,6.7592381285873025e-09,-3.222364079876599e-09,0.9865712557472829
TAC,185m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,inertial,count,lat_lon_metres,250,250,0.09437568955605088,6.2281563233267354e-09,-3.052054093878256e-09,0.9897182414978265
TAC,185m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,inertial,balanced,row_column,250,250,0.3025497538394197,1.996623464538295e-08,-9.84314046280624e-09,0.8108537906085354
TAC,185m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,inertial,balanced,lat_lon_metres,250,250,0.23342318058935932,1.540434899111629e-08,-7.844227358504432e-09,0.914898388556175
TAC,185m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,bucketbasisfunction,land_sea,legacy,bucketbasisfunction,legacy,row_column,250,249,0.11684194417781951,7.710776968985007e-09,-1.0608928734730098e-09,0.9682866206677712
TAC,185m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,quadtreebasisfunction,no_mask,legacy,quadtreebasisfunction,legacy,row_column,250,250,0.11907828001635336,7.858359988079926e-09,-2.4480179442380366e-09,0.9696398378425446
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,no_mask,single_class,axis_parallel,count,row_column,250,250,0.34053603737874444,7.913997009894334e-09,6.181750935585507e-09,0.9109525487968714
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,no_mask,single_class,axis_parallel,count,lat_lon_metres,250,250,0.3415076642380611,7.936577445488036e-09,6.287054677147548e-09,0.9126542059218528
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,no_mask,single_class,axis_parallel,balanced,row_column,250,250,0.12319164978081433,2.862952054983207e-09,1.7494602697273594e-09,0.9720699490311121
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,no_mask,single_class,axis_parallel,balanced,lat_lon_metres,250,250,0.1256550066387155,2.9202000307269617e-09,1.8077622194187064e-09,0.9724516533839257
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,no_mask,single_class,inertial,count,row_column,250,250,0.18539855836177038,4.308629558879554e-09,3.118503302104548e-09,0.9556415604053978
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,no_mask,single_class,inertial,count,lat_lon_metres,250,250,0.22679625541958728,5.270704683891048e-09,3.631888745257218e-09,0.9416518565388358
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,no_mask,single_class,inertial,balanced,row_column,250,250,0.18697451237302645,4.345254450121065e-09,3.815464000177864e-09,0.9801236783284338
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,no_mask,single_class,inertial,balanced,lat_lon_metres,250,250,0.2000338345444428,4.6487507772979974e-09,4.1352597459369695e-09,0.9844197985567997
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,land_sea,weight,axis_parallel,count,row_column,250,250,0.12304637056079361,2.8595757917198713e-09,2.3503151813297456e-09,0.9843545319213511
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,land_sea,weight,axis_parallel,count,lat_lon_metres,250,250,0.11914047652054953,2.768803508136045e-09,2.002779013930139e-09,0.9828379567854145
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,land_sea,weight,axis_parallel,balanced,row_column,250,250,0.16145157275863764,3.75210586782481e-09,-2.8244051959412252e-09,0.9810574322257517
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,land_sea,weight,axis_parallel,balanced,lat_lon_metres,250,250,0.1520627712546148,3.533911788862505e-09,-2.8221833261378416e-09,0.9855869477887061
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,land_sea,weight,inertial,count,row_column,250,250,0.09971527270979505,2.3173652226076352e-09,8.279441048774912e-10,0.9777796581190891
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,land_sea,weight,inertial,count,lat_lon_metres,250,250,0.09260512807968277,2.1521267245744837e-09,8.565013719608573e-10,0.984676134200008
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,land_sea,weight,inertial,balanced,row_column,250,250,0.08969613338165823,2.084522204597176e-09,9.601538450099143e-10,0.9831691992898193
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,land_sea,weight,inertial,balanced,lat_lon_metres,250,250,0.06992578596713177,1.6250628430344612e-09,5.527361004911391e-10,0.9870208619497887
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,axis_parallel,count,row_column,250,250,0.16683259904993236,3.877159962854716e-09,3.2056873568590663e-09,0.9734075645770491
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,axis_parallel,count,lat_lon_metres,250,250,0.1397302070558107,3.247305187855062e-09,2.7564947778062894e-09,0.9826086926569497
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,axis_parallel,balanced,row_column,250,250,0.139063933725751,3.231821114032941e-09,-2.4622659883473743e-09,0.9836581770494078
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,axis_parallel,balanced,lat_lon_metres,250,250,0.12090014394120772,2.8096978663739927e-09,-2.0922480987388576e-09,0.982928351486032
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,inertial,count,row_column,250,250,0.09130686820094151,2.1219553956381668e-09,1.3361108213132387e-10,0.9847422592708476
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,inertial,count,lat_lon_metres,250,250,0.08456503601508848,1.965276413376125e-09,5.947454500385297e-10,0.9876402505041088
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,inertial,balanced,row_column,250,250,0.051854831203117416,1.2050970647597652e-09,7.385187456733025e-10,0.994703687302861
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,region_constrained,selected_countries,weight,inertial,balanced,lat_lon_metres,250,250,0.07882601699898154,1.8319026310216822e-09,1.2024939065372802e-09,0.9906777478429782
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,bucketbasisfunction,land_sea,legacy,bucketbasisfunction,legacy,row_column,250,249,0.3404504593893164,7.9120081926236e-09,6.525066288504491e-09,0.9395802330099613
MHD,10m,July,july_20_26,2019-07-20,2019-07-26,2019-07-18,2019-07-28,"TAC,MHD",960,168,quadtreebasisfunction,no_mask,legacy,quadtreebasisfunction,legacy,row_column,250,250,0.3878005036063729,9.012414808136592e-09,7.318235856362131e-09,0.9260948272324546
