matrix,split_step,classes,geometry,target_regions,state_count,observation_count,singular_index,singular_value,singular_value_normalized,energy_fraction,cumulative_energy_fraction
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,57,7.664876447311824e-16,7.899444246687733e-09,3.0848178512752196e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,58,7.33092649603549e-16,7.555274443113577e-09,2.8218695816298165e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,59,7.152996198181265e-16,7.371898953977161e-09,2.6865516621328513e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,60,6.723455522108588e-16,6.929213067825573e-09,2.373582221737656e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,61,6.605341315617879e-16,6.8074842186616254e-09,2.2909190065865356e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,62,6.454728684291768e-16,6.652262397124657e-09,2.1876366571064914e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,63,6.247739611652861e-16,6.438938849090417e-09,2.049580828660517e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,64,6.072232454371892e-16,6.25806065576717e-09,1.936047397518134e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,65,5.91230009117029e-16,6.093233891104166e-09,1.835405999339677e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,66,5.831962166167245e-16,6.010437388927186e-09,1.7858649091670078e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,67,5.722858491681825e-16,5.897994820592167e-09,1.7196704261645846e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,68,5.528930127585092e-16,5.69813167725725e-09,1.6050974731823146e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,69,5.349971864317569e-16,5.513696763937591e-09,1.5028727298897596e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,70,5.234894501342764e-16,5.395097694647422e-09,1.438914786721096e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,71,5.035854191279195e-16,5.189966164739717e-09,1.3315745990003958e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,72,4.881977143308897e-16,5.03138002579255e-09,1.2514418997042775e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,73,4.769461684248423e-16,4.9154212622236466e-09,1.1944223915480003e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,74,4.62268603634336e-16,4.764153847103844e-09,1.1220391332594768e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,75,4.510447498515357e-16,4.648480479372912e-09,1.0682145078784225e-17,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,76,4.3417145628067574e-16,4.474583818758442e-09,9.897869978651384e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,77,4.2414789181366664e-16,4.371280668075578e-09,9.44612815751345e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,78,4.018877051919942e-16,4.1418665289860486e-09,8.480640398110923e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,79,3.943056825061118e-16,4.063725979825265e-09,8.163666972053613e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,80,3.9123016884853693e-16,4.032029645468226e-09,8.036813348087685e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,81,3.804728321002158e-16,3.9211642160378395e-09,7.600926102776805e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,82,3.6344693127472663e-16,3.7456947805614785e-09,6.935874408975555e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,83,3.5144434735348763e-16,3.621995797083055e-09,6.485333783025457e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,84,3.434608613519322e-16,3.5397177551641712e-09,6.194035890181938e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,85,3.2245384619914336e-16,3.323218838150344e-09,5.459518362714357e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,86,3.002235556125172e-16,3.0941128084787136e-09,4.732697387120159e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,87,2.8589947281399274e-16,2.9464883891815613e-09,4.2918636582947155e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,88,2.661690038140059e-16,2.7431455944244993e-09,3.719924850013259e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,89,2.632946497777778e-16,2.7135224170510548e-09,3.640015864033548e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,90,2.565814554352674e-16,2.644336038392024e-09,3.4567640491258536e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,91,2.400527164196622e-16,2.4739903671743e-09,3.025745928392249e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,92,2.312297797597536e-16,2.38306092204091e-09,2.807415795345513e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,93,2.0617299843448451e-16,2.1248249955507606e-09,2.231941369895167e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,94,1.9099155006844035e-16,1.968364541457474e-09,1.915347216352059e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,95,1.8356381351795735e-16,1.8918140697532587e-09,1.7692668934674088e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,96,1.5738152298942277e-16,1.6219786122576902e-09,1.3005489277458035e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,97,1.476565828189037e-16,1.521753092371676e-09,1.144787384437876e-18,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,98,1.281571412731562e-16,1.3207912733638811e-09,8.623922213334635e-19,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,99,1.1348806846525291e-16,1.1696113768669523e-09,6.762692134458157e-19,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,100,1.1012053795345595e-16,1.1349055082077263e-09,6.367307978216069e-19,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,101,9.798790841129841e-17,1.0098662707290808e-09,5.041551212749147e-19,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,102,8.939924417197967e-17,9.213512440637604e-10,4.196496856312511e-19,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,103,7.819328167203916e-17,8.058622644210436e-10,3.210392178005079e-19,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,104,7.333167605260868e-17,7.557584136883372e-10,2.8235951710533253e-19,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,105,5.892225608348185e-17,6.072545069969948e-10,1.822963371389219e-19,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,106,5.402164508625411e-17,5.567486656916439e-10,1.5323388715700287e-19,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,107,4.2600349516232846e-17,4.3904045708514177e-10,9.528960629684854e-20,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,108,1.7237475914194198e-17,1.7764993457338134e-10,1.560150708619573e-20,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,109,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,110,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,111,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,112,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,113,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,114,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,115,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,116,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,117,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,118,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,119,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,120,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,121,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,122,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,123,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,124,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,125,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,126,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,127,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,128,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,129,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,130,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,131,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,132,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,133,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,134,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,135,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,136,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,137,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,138,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,139,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,140,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,141,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,142,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,143,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,144,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,145,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,146,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,147,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,148,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,149,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,150,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,151,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,152,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,153,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,154,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,155,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,156,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,157,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,158,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,159,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,160,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,161,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,162,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,163,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,164,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,165,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,166,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,167,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,50,50,168,168,0.0,0.0,0.0,0.9999999999999993
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,1,6.949855815422203e-08,1.0,0.4635429934404059,0.4635429934404059
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,2,3.8658810387820025e-08,0.5562534161073313,0.14342848240700407,0.60697147584741
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,3,3.31810511043206e-08,0.4774351006058225,0.10566197170575856,0.7126334475531685
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,4,2.5476446153158568e-08,0.36657517551118973,0.062289683381030116,0.7749231309341986
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,5,2.3356322125947242e-08,0.3360691609474541,0.05235369570147919,0.8272768266356778
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,6,1.766881125444919e-08,0.25423277437268404,0.029960778553563574,0.8572376051892414
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,7,1.515043504423714e-08,0.21799639368945312,0.022028688373816475,0.8792662935630579
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,8,1.3141317802363032e-08,0.1890876321952112,0.016573577676071566,0.8958398712391294
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,9,1.22196959521185e-08,0.17582661103561548,0.014330430320310514,0.9101703015594399
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,10,1.1425642930589817e-08,0.16440115067186772,0.012528518737083253,0.9226988202965232
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,11,1.036759846635998e-08,0.1491771734796796,0.010315606550678277,0.9330144268472015
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,12,8.969153389316587e-09,0.12905524413058217,0.007720427240187429,0.9407348540873889
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,13,8.820211525754679e-09,0.12691215127344121,0.007466145216479967,0.9482009993038689
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,14,8.150765514342433e-09,0.11727963472645474,0.006375808000271003,0.9545768073041399
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,15,7.795696495878462e-09,0.11217062199447765,0.005832413105452494,0.9604092204095923
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,16,7.129339732788804e-09,0.1025825559858136,0.004877946725108313,0.9652871671347006
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,17,6.6467582498589175e-09,0.09563879347121573,0.004239925232997898,0.9695270923676985
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,18,6.2469024319660796e-09,0.08988535298968041,0.003745138452343723,0.9732722308200423
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,19,5.838439727115913e-09,0.0840080698388018,0.0032713878323979303,0.9765436186524403
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,20,5.6322504975544075e-09,0.08104125678486826,0.0030444045045256926,0.979588023156966
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,21,4.995698291517947e-09,0.07188204222067676,0.002395139623443453,0.9819831627804094
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,22,4.6844724054441355e-09,0.06740387901356129,0.0021060069583285434,0.984089169738738
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,23,4.344789990884036e-09,0.06251626085886057,0.0018116571415935697,0.9859008268803316
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,24,4.1375880454285745e-09,0.059534876050910075,0.0016429824656883345,0.9875438093460199
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,25,3.91300553207037e-09,0.05630340594098577,0.0014694653691444308,0.9890132747151643
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,26,3.792097640146514e-09,0.05456368795064196,0.0013800583657268687,0.9903933330808912
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,27,3.544779693067855e-09,0.05100508251123351,0.0012059156460847815,0.9915992487269759
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,28,3.2625854530847813e-09,0.04694464949682671,0.0010215561028910597,0.9926208048298669
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,29,3.0302732675013442e-09,0.0436019587741225,0.000881255866097957,0.9935020606959648
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,30,2.8061868270593166e-09,0.0403776265520818,0.0007557385829642082,0.9942577992789291
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,31,2.6022619321649515e-09,0.03744339452899663,0.0006498908895899066,0.9949076901685189
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,32,2.506415697599058e-09,0.03606428340624205,0.0006028990998477587,0.9955105892683668
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,33,2.4656427518950094e-09,0.035477610145862024,0.0005834434049992586,0.9960940326733659
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,34,2.1022998356534113e-09,0.030249546055160812,0.00042415807994213017,0.9965181907533082
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,35,1.942721440597092e-09,0.027953406404289147,0.00036220921764150687,0.9968803999709496
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,36,1.896158129905254e-09,0.02728341681128909,0.00034505437371342194,0.997225454344663
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,37,1.850845583646126e-09,0.026631424202196736,0.00032875987431599935,0.9975542142189792
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,38,1.7098017360777336e-09,0.024601974220581198,0.00028056270441407827,0.9978347769233933
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,39,1.5978754641628662e-09,0.022991490853911986,0.0002450328367608021,0.9980798097601541
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,40,1.5029988329499188e-09,0.021626331147973778,0.00021679822315490724,0.9982966079833091
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,41,1.4244586129379996e-09,0.020496232594883895,0.00019473234904850863,0.9984913403323576
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,42,1.2725977377368047e-09,0.018311138698918383,0.00015542494611505266,0.9986467652784727
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,43,1.2014079083842304e-09,0.017286803356671435,0.00013852220771374277,0.9987852874861866
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,44,1.1481596013339315e-09,0.016520624770172746,0.00012651527258086118,0.9989118027587673
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,45,9.988097332758437e-10,0.014371661222948208,9.57423236283262e-05,0.9990075450823956
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,46,9.499577530451066e-10,0.013668740449795888,8.660580740823888e-05,0.9990941508898038
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,47,9.016901322921306e-10,0.012974227901120176,7.802846540477389e-05,0.9991721793552085
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,48,8.610577785647275e-10,0.012389577588846975,7.115460638003576e-05,0.9992433339615887
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,49,7.966292562337453e-10,0.011462529258031092,6.0904717825378245e-05,0.999304238679414
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,50,7.857440255655502e-10,0.011305903984683117,5.925167155671103e-05,0.9993634903509707
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,51,7.633947711054329e-10,0.010984325306597124,5.5928966422327524e-05,0.999419419317393
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,52,7.35456913462011e-10,0.010582333403665468,5.1910223807415996e-05,0.9994713295412004
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,53,7.045325708543672e-10,0.01013736960256012,4.763658092488551e-05,0.9995189661221253
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,54,6.816027351764996e-10,0.009807437064578761,4.458626375242096e-05,0.9995635523858778
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,55,6.426212523135966e-10,0.009246540782724962,3.963223824836888e-05,0.9996031846241261
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,56,6.190256498944067e-10,0.0089070286684329,3.677525741254302e-05,0.9996399598815386
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,57,6.138042831299458e-10,0.008831899530460364,3.6157488851689854e-05,0.9996761173703902
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,58,5.732437005645978e-10,0.00824828191820226,3.1536755680464436e-05,0.9997076541260708
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,59,5.287123786222751e-10,0.007607530179964689,2.6827326130541154e-05,0.9997344814522012
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,60,5.232820203551121e-10,0.007529393907624871,2.627907398194622e-05,0.9997607605261832
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,61,4.980883589291052e-10,0.007166887661522607,2.3809551529019742e-05,0.9997845700777122
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,62,4.780954113571073e-10,0.006879213383048624,2.1936512436047976e-05,0.9998065065901481
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,63,4.52871030368609e-10,0.006516265119682877,1.9682828674529145e-05,0.9998261894188227
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,64,4.06241021218226e-10,0.005845315816721686,1.5838205815914475e-05,0.9998420276246387
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,65,4.0019418757879545e-10,0.00575830921111683,1.537021650585097e-05,0.9998573978411445
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,66,3.80835869186785e-10,0.005479766477193444,1.3919195138936882e-05,0.9998713170362834
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,67,3.6315469098193937e-10,0.005225355757396785,1.2656736791429858e-05,0.9998839737730748
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,68,3.539916337885135e-10,0.0050935104725911284,1.2026089396415375e-05,0.9998959998624712
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,69,3.447294123121784e-10,0.004960238333969466,1.140499527592728e-05,0.9999074048577472
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,70,3.0409693205544005e-10,0.004375586201092521,8.874880400438718e-06,0.9999162797381477
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,71,2.961895441466081e-10,0.004261808475067113,8.419336710475897e-06,0.9999246990748581
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,72,2.9208602094496263e-10,0.004202763750822051,8.187663330542919e-06,0.9999328867381888
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,73,2.7024206528636655e-10,0.0038884557099253918,7.008810763625923e-06,0.9999398955489524
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,74,2.644544792714256e-10,0.0038051793633557558,6.71181977790803e-06,0.9999466073687302
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,75,2.613317570641273e-10,0.0037602471764121253,6.554247070626552e-06,0.9999531616158007
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,76,2.455835175101779e-10,0.003533649100535458,5.7881111552679254e-06,0.999958949726956
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,77,2.335432519362914e-10,0.003360404275122414,5.234474375116324e-06,0.9999641842013312
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,78,2.207658025405456e-10,0.0031765522681873664,4.677373303491899e-06,0.9999688615746347
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,79,2.1001268827811868e-10,0.0030218279897560787,4.232817071459175e-06,0.9999730943917061
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,80,1.9383010955612942e-10,0.0027889802997927986,3.6056279713597084e-06,0.9999767000196775
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,81,1.870161305012069e-10,0.0026909354016554613,3.356576622416151e-06,0.9999800565963001
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,82,1.811022820999324e-10,0.002605842292412083,3.1476488567919397e-06,0.9999832042451569
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,83,1.7603608307172024e-10,0.0025329458300571385,2.974005894846498e-06,0.9999861782510517
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,84,1.727464633343158e-10,0.0024856121899821237,2.863892823986119e-06,0.9999890421438757
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,85,1.6128285232795507e-10,0.002320664724727921,2.4964037289087693e-06,0.9999915385476046
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,86,1.4849737116605593e-10,0.0021366971504146915,2.116293814750567e-06,0.9999936548414193
basis-projected,axis-parallel,all-cells,lat-lon-metres,100,100,168,87,1.334779349096659e-10,0.0019205856704749078,1.709847546447767e-06,0.9999953646889658
